Q_ID,Question,Reference Answer,Answer
3790,"Doctor, my baby has been very irritable lately and has had a fever. Additionally, he seems to have a runny nose. What could it be?","1. **Most Likely Disease:** Chronic sinusitis. This is because it presents with fever, runny nose (coryza/nasal congestion), which are all symptoms mentioned in the prompt. While dengue fever includes fever, it doesn't directly include a runny nose. It is possible that the baby may be having ""Teething syndrome"" as well.

2. **Recommended Medication(s):**
    *   Augmentin
    *   Mometasone Nasal Product
    *   Guaifenesin (Mucinex)
    *   Clarithromycin
    *   Cefdinir
    *   Pseudoephedrine (Pcm-La)
    *   Cefuroxime
    *   Azelastine Nasal
    *   Triamcinolone Nasal Product
    *   Oxymetazoline Nasal

3. **Suggested Medical Test(s):**
    *   X-ray computed tomography (Scan ct)
    *   Other diagnostic procedures (interview; evaluation; consultation)
    *   Diagnostic procedures on nose; mouth and pharynx
    *   Influenzavirus antibody assay
    *   Other diagnostic procedures on skin and subcutaneous tissue
    *   Other OR therapeutic procedures on nose; mouth and pharynx
    *   Ophthalmologic and otologic diagnosis and treatment","**\n\n1. **Most Likely Disease:** Common Cold. The symptoms of irritability, fever, and runny nose in a baby are highly suggestive of a common cold (viral upper respiratory infection).  While other conditions are possible, the common cold is the most frequent cause of these symptoms in infants.\n\n2. **Recommended Medication(s):**  There is no cure for the common cold, but treatment focuses on managing symptoms.  For fever reduction, infant acetaminophen (paracetamol) or ibuprofen (always follow age-appropriate dosing instructions on the packaging and consult a pediatrician before use). Saline nasal drops can help clear a stuffy nose.  Plenty of fluids are crucial.  Rest is also essential for recovery.  **Note:**  Never give aspirin to a child or infant due to the risk of Reye's syndrome.\n\n3. **Suggested Medical Test(s):**  A physical examination by a pediatrician is usually sufficient for diagnosing a common cold.  Specific tests are generally not needed unless the symptoms are severe, prolonged, or accompanied by other concerning signs (like difficulty breathing).  A rapid influenza test might be considered if influenza is suspected, especially during flu season.\n\n\n**"
2047,"Doctor, I've been experiencing itching of the anus, burning abdominal pain, and ankle pain. What could be causing this?","1. **Most Likely Disease:** Pinworm infection. The table directly links itching of the anus, burning abdominal pain, and ankle pain to pinworm infection.

2. **Recommended Medication(s):**
    * Mebendazole
    * Pyrantel (Evict)

3. **Suggested Medical Test(s):**
    * Rectal examination","**\n\n1. **Most Likely Disease:**\nPinworm infection.  The patient presents with anal itching, which is a classic symptom of pinworms.  The abdominal pain and ankle pain, while less specific, are not entirely inconsistent with the possibility of a pinworm infection, as it can cause irritation and inflammation that may manifest in unexpected ways.\n\n2. **Recommended Medication(s):**\n* **Pyrantel pamoate (Pin-Rid):** This is a widely used and effective anthelmintic (anti-worm) medication for pinworm infections.\n* **Albendazole:** Another anthelmintic option that is effective against pinworms.\n* **Mebendazole:**  Yet another anthelmintic that can be used to treat pinworm infections.  Often prescribed as a single dose, followed by a repeat dose 2 weeks later.\n\n3. **Suggested Medical Test(s):**\n* **Scotch tape test:** This is the most common and reliable test for pinworm infection.  Tape is pressed against the anal area to collect pinworm eggs, which are then examined under a microscope.\n* **Stool examination:** While less sensitive for pinworm detection than the scotch tape test, a stool sample can help rule out other parasitic infections that could cause similar symptoms.\n\n\n**"
618,"Hi Doctor, I've been feeling really weak and dizzy lately, even though I'm drinking plenty of water. I think it might be because of the heat.","1. **Most Likely Disease:** Sick sinus syndrome. The combination of dizziness and weakness, despite adequate hydration, points towards a potential cardiovascular issue. While other conditions can cause dizziness, the addition of weakness makes sick sinus syndrome a relatively more probable cause from the given table.

2. **Recommended Medication(s):**
*   Digoxin

3. **Suggested Medical Test(s):**
*   Electrocardiogram","\n\n1. **Most Likely Disease:** Dehydration.  The patient reports weakness and dizziness despite drinking plenty of water, suggesting that the water intake may not be sufficient to compensate for fluid loss, potentially due to excessive sweating in the heat.  While other conditions listed in the provided evidence could cause these symptoms, dehydration is a more common and plausible explanation given the context.\n\n2. **Recommended Medication(s):**  Oral rehydration solutions (ORS) containing electrolytes are recommended to replenish lost fluids and electrolytes.  In severe cases, intravenous (IV) fluids may be necessary.  No other medications are specifically indicated without further information.\n\n3. **Suggested Medical Test(s):**  Blood tests to check electrolyte levels (sodium, potassium) and assess for other possible causes of weakness and dizziness.  A complete blood count (CBC) could rule out anemia.  Urine analysis can help evaluate hydration status.\n\n\n"
3631,"Doctor, I have been experiencing fainting and irregular heartbeat, what could be causing it?","1. **Most Likely Disease:** Atrial fibrillation. The table links both irregular heartbeat and fainting (in the form of poisoning which can cause fainting) to conditions that could be relevant. However, atrial fibrillation is directly linked to irregular heartbeat, which is a primary symptom.

2. **Recommended Medication(s):**
    *   Warfarin

3.  **Suggested Medical Test(s):**
    *   Electrocardiogram","\n1. **Most Likely Disease:**\nSick Sinus Syndrome (SSS).  The patient presents with fainting (syncope) and an irregular heartbeat (arrhythmia), both key symptoms of SSS.  SSS is a disorder of the sinus node, the heart's natural pacemaker, leading to irregular heart rhythms and potentially fainting episodes due to insufficient blood flow to the brain.\n\n\n2. **Recommended Medication(s):**\nTreatment for SSS depends on the severity of symptoms and the specific type of arrhythmia.  Options may include:\n\n* **Pacemaker:**  This is often the most effective treatment for SSS, correcting the irregular heart rhythm by providing a consistent electrical impulse.\n* **Medication:**  Certain medications can help regulate the heart rhythm.  Examples include:\n    * Beta-blockers (e.g., metoprolol, atenolol) to slow the heart rate.\n    * Calcium channel blockers (e.g., diltiazem, verapamil) to improve heart rhythm.\n    * Antiarrhythmic drugs (e.g., amiodarone).  These are usually reserved for cases where a pacemaker isn't an option or doesn't fully control the rhythm.\n\n\n3. **Suggested Medical Test(s):**\n* **Electrocardiogram (ECG or EKG):** This is a crucial test to evaluate the heart's electrical activity, identify the type of arrhythmia, and assess the function of the sinus node.  It can reveal characteristic abnormalities seen in SSS.\n* **Holter monitor:** This is a portable ECG that records heart activity over 24-48 hours, allowing detection of intermittent arrhythmias that might be missed during a single ECG.\n* **Tilt table test:** This test assesses whether a drop in blood pressure (orthostatic hypotension) contributes to the fainting episodes.\n* **Echocardiogram:**  An ultrasound of the heart to evaluate heart structure and function, ruling out other potential causes of the symptoms.\n\n\n"
4509,"Doctor, I have noticed some skin moles on my arms and legs. What could be the reason?","1. **Most Likely Disease:**
Von Hippel-Lindau disease. The table lists ""Abnormal appearing skin"" and ""Excessive growth"" as symptoms, but given the specific mention of ""Skin moles"" in the original query and ""Abnormal appearing skin"" as a symptom for Von Hippel-Lindau disease, this seems like the closest match.

2. **Recommended Medication(s):**
Pimecrolimus Topical
Fluticasone Topical Product

3. **Suggested Medical Test(s):**
Complete physical skin exam performed (ML)
Excision of skin lesion","**\n\n1. **Most Likely Disease:**  The provided knowledge graph focuses on musculoskeletal issues and does not directly link skin moles to a single definitive diagnosis.  The paths suggest a complex and potentially flawed association between skin moles and conditions like osteochondrosis, hemarthrosis, and even Turner syndrome, based on extremely weak and indirect relationships.  Therefore, based solely on the presence of skin moles, no specific disease can be reliably diagnosed.  Further investigation is crucial.\n\n2. **Recommended Medication(s):**  No medications can be recommended without a proper diagnosis.  The presence of skin moles alone is insufficient to determine a course of treatment.\n\n3. **Suggested Medical Test(s):** A thorough dermatological examination by a physician is essential.  This should include a visual inspection of the moles to assess their characteristics (size, shape, color, borders, evolution).  Depending on the findings, further tests might be necessary, such as:\n\n    *   Dermoscopy: A non-invasive technique to examine moles in detail.\n    *   Biopsy: A small sample of a suspicious mole is removed and examined under a microscope to check for cancerous changes.\n\n\n**"
803,"Hi doctor, I think I may have vaginitis. ","1.  **Most Likely Disease:**

Vaginitis. The patient states they may have vaginitis, and common symptoms like vaginal itching and possible vaginal discharge (implied) are consistent with this condition based on the table.

2.  **Recommended Medication(s):**

*   Metronidazole
*   Fluconazole (Diflucan)
*   Terconazole Topical
*   Miconazole Topical Product
*   Betamethasone-Clotrimazole Topical

3.  **Suggested Medical Test(s):**

*   Pelvis exam
*   Urinalysis
*   Chlamydia test
*   Microscopic examination (bacterial smear; culture; toxicology)
*   Pap smear","**\n\n1. **Most Likely Disease:** Vaginitis.  The patient's statement \""I think I may have vaginitis\"" directly suggests this diagnosis.  While further investigation is needed to determine the specific type of vaginitis (bacterial, yeast, or trichomonas), the initial presentation points towards this condition.\n\n2. **Recommended Medication(s):**  The choice of medication depends heavily on the underlying cause of the vaginitis, which requires testing to determine.  However, based on the provided data, potential medications include: Metronidazole (oral or topical), Fluconazole (Diflucan), Miconazole (topical), Clotrimazole (topical),  Terconazole (topical), Clindamycin (topical), Tinidazole, Nystatin-Triamcinolone (topical), and Boric Acid (topical).  Betamethasone-Clotrimazole (topical) is also listed but is a combination medication.\n\n3. **Suggested Medical Test(s):** To confirm the diagnosis and identify the causative agent, the following tests are recommended: Pelvic exam, Urinalysis, Pap smear, Standard pregnancy test (to rule out pregnancy which can affect treatment), Chlamydia test, and Microscopic examination (bacterial smear, culture, toxicology).  An examination of the breast is also mentioned, but its relevance is less direct than the other tests.\n\n\n**"
415,"Doctor, I fell down the stairs this morning and believe I may have fractured my leg.","1. **Most Likely Disease:**
Fracture of the leg. While the table doesn't have a specific ""Fracture of the leg"" entry, the patient's statement strongly suggests this. Based on similar injuries listed, it aligns best with a fracture.

2. **Recommended Medication(s):**
*   Hydrocodone
*   Fenoprofen (Progesic)
*   Ketamine

3. **Suggested Medical Test(s):**
*   Radiographic imaging procedure
*   Plain x-ray (X ray)
*   Application of splint (Splinting)
*   Orthopedic casting","\n\n1. **Most Likely Disease:**  Fractured leg. The patient's statement of falling down the stairs and believing they fractured their leg is the primary symptom.\n\n2. **Recommended Medication(s):** Pain relievers such as ibuprofen or acetaminophen for pain management.  Muscle relaxants may be prescribed if there is significant muscle spasm.  In some cases, stronger pain medication might be necessary.  The use of a cast or splint would be a critical treatment approach as well, not medication but a critical part of treatment.\n\n3. **Suggested Medical Test(s):** X-ray of the affected leg to confirm the fracture and determine its severity.  Possibly an MRI or CT scan if the X-ray is inconclusive or if there is suspicion of other injuries.\n\n\n"
5343,"I've been having leg swelling, vaginal pain, arm swelling and leg pain. What could be the issue?","Based on the provided information, here's a possible analysis:

1.  **Most Likely Disease:** Thrombophlebitis. This disease is the only one in the provided data that lists all four symptoms the user is experiencing: leg swelling, vaginal pain, arm swelling, and leg pain.

2.  **Recommended Medication(s):**
    *   Enoxaparin (Lovenox)
    *   Indomethacin

3.  **Suggested Medical Test(s):**
    *   Radiographic imaging procedure","\n\n1. **Most Likely Disease:** Thrombophlebitis.  The patient presents with leg swelling, arm swelling, leg pain, and vaginal pain.  While vaginal pain may seem unrelated,  multiple paths in the provided evidence strongly link leg swelling and arm swelling to thrombophlebitis, with the possibility of underlying coagulation disorders contributing to all symptoms.  The coagulation disorders themselves can cause the vaginal pain, further strengthening this as the most likely diagnosis given the presented information.\n\n\n2. **Recommended Medication(s):**\n* **Anticoagulants:**  Such as heparin (potentially unfractionated or low molecular weight) or warfarin, to prevent blood clot formation and progression. The choice would depend on the severity and location of the thrombophlebitis, as well as other patient factors.\n* **Pain relievers:**  Such as ibuprofen or acetaminophen to manage pain and inflammation.\n* **Compression therapy:**  Elastic stockings or bandages to reduce swelling and improve blood circulation.\n\n3. **Suggested Medical Test(s):**\n* **Doppler ultrasound:** To visualize blood flow in the affected veins and identify blood clots.\n* **D-dimer blood test:**  To check for the presence of fibrin degradation products, which are elevated in the presence of blood clots.\n* **Complete blood count (CBC):** To evaluate blood cell counts and look for any abnormalities that may suggest an underlying coagulation disorder.\n* **Prothrombin time (PT) and international normalized ratio (INR):** To assess blood clotting time, which is crucial for managing anticoagulation therapy.\n\n\n"
4429,"Doctor, I've been experiencing some symptoms like lymphedema and some symptoms related to my eyes. What could it be?","1. **Most Likely Disease:** Coagulation (bleeding) disorder, Thrombophlebitis, Retinopathy due to high blood pressure, Corneal disorder, Endophthalmitis or Eye alignment disorder.
 The patient presents with lymphedema and eye symptoms. Coagulation (bleeding) disorder and Thrombophlebitis are the only diseases that present lymphedema as a symptom. Other diseases that include eye symptoms in their symptoms profile are Retinopathy due to high blood pressure, Corneal disorder, Endophthalmitis, and Eye alignment disorder.

2. **Recommended Medication(s):**

*   Warfarin
*   Moxifloxacin (Avelox)
*   Dexamethasone-Tobramycin Ophthalmic
*   Erythromycin
*   Proparacaine Ophthalmic
*   Prednisolone Ophthalmic
*   Loteprednol-Tobramycin Ophthalmic
*   Cyclopentolate Ophthalmic
*   Cyclosporine Ophthalmic
*   Fluorometholone Ophthalmic
*   Tetracaine (One Touch)
*   Tobramycin (Tobi)
*   Ofloxacin Ophthalmic
*   Insulin, Aspart, Human (Novolog)
*   Tropicamide Ophthalmic
*   Phenylephrine (Duramax)
*   Quinapril
*   Verapamil (Univer)
*   Repaglinide (Prandin)
*   Bevacizumab (Avastin)
*   Bimatoprost Ophthalmic
*   Temazepam
*   Hydralazine
*   Methsuximide (Celontin)
*   Prasugrel (Effient)
*   Latanoprost
*   Bimatoprost Ophthalmic
*   Olopatadine Ophthalmic
*   Loteprednol Ophthalmic
*   Timolol
*   Brimonidine Ophthalmic
*   Erythromycin Ophthalmic
*   Sodium Sulfacetamide Ophthalmic
*   Suprofen Ophthalmic
*   Bacitracin Ophthalmic
*   Sulfamethoxazole (Bactrim)
*   Acetazolamide (Diamox)
*   Fluorescein Ophthalmic
*   Paclitaxel (Taxol)
*   Atropine (Uaa)

3. **Suggested Medical Test(s):**

*   Hematologic tests (Blood test)
*   Ultrasonography (Ultrasound)
*   Ophthalmic examination and evaluation (Eye exam)
*   Other therapeutic procedures on eyelids; conjunctiva; cornea
*   Hemoglobin A1c measurement (Hemoglobin a1c test)
*   Ophthalmologic and otologic diagnosis and treatment
*   Examination of foot
*   Repair of retinal tear; detachment
*   Lens and cataract procedures
*   Other therapeutic procedures
*   Diagnostic procedures on eye
*   Nonoperative removal of foreign body
*   Excision of skin lesion
*   Other diagnostic procedures on skin and subcutaneous tissue
*   Microscopic examination (bacterial smear; culture; toxicology)
*   Complete physical skin exam performed (ML)","\n\n1. **Most Likely Disease:**\n\nBased on the presented symptoms of lymphedema and eye symptoms,  several possibilities exist, and more information is needed for a definitive diagnosis. However, given the association of lymphedema with potential circulatory disorders and the presence of eye symptoms, **Coagulation (bleeding) disorder** is a possible consideration.  This is because some coagulation disorders can manifest with both lymphatic issues (leading to edema) and eye symptoms such as redness or other visual disturbances.  It's crucial to note this is just one possibility and other conditions are certainly within the realm of possibilities.\n\n2. **Recommended Medication(s):**\n\nThere is no single medication to \""cure\"" a coagulation disorder. Treatment depends heavily on the specific type and severity of the disorder.  It might involve:\n\n* **Anticoagulants (blood thinners):**  Such as warfarin, heparin, or newer direct oral anticoagulants (DOACs).  These are used to prevent blood clots, a key feature of some coagulation disorders.\n* **Procoagulants:** In cases where bleeding is excessive, medications to promote clotting might be necessary.\n* **Specific factor replacement therapy:** For certain inherited coagulation disorders, replacement therapy for the missing or deficient clotting factors is essential.\n\n\n3. **Suggested Medical Test(s):**\n\nTo determine the exact cause of the symptoms, the following tests are crucial:\n\n* **Complete Blood Count (CBC):**  To assess overall blood health and identify potential abnormalities.\n* **Coagulation studies (PT/PTT/INR):**  To measure the time it takes for blood to clot, which will help identify problems with specific clotting factors.\n* **Blood tests for specific clotting factors:** If initial coagulation studies are abnormal, further blood testing will be needed to pinpoint which clotting factor is deficient or abnormal.\n* **Ultrasound of the affected limbs:** This is important to assess the extent of the lymphedema and rule out other causes.\n* **Ophthalmologic examination:**  A thorough eye exam by an ophthalmologist is necessary to fully evaluate the eye symptoms. This might include visual acuity testing, fundoscopy (examining the retina), and other specialized tests.\n\n\n\n"
121,"Doctor, I have been experiencing shortness of breath and wheezing for a while now. I also have a persistent cough and a lot of phlegm. I am worried that I might have COPD. ","1. **Most Likely Disease:** Asthma. The combination of shortness of breath, wheezing, cough, and phlegm (coughing up sputum, or congestion in the chest) strongly suggests asthma, as these are all common symptoms. COPD (Emphysema) is also possible, but the presence of wheezing makes asthma a more likely initial consideration based on the provided data.

2. **Recommended Medication(s):**
    *   Albuterol
    *   Ipratropium
    *   Combivent
    *   Prednisone
    *   Montelukast (Singulair)

3. **Suggested Medical Test(s):**
    *   Plain x-ray (X ray)
    *   Arterial blood gases (ABGs)
    *   Nebulizer therapy
    *   Other diagnostic procedures (interview; evaluation; consultation)","\n\n1. **Most Likely Disease:**\nAsthma. The patient presents with shortness of breath, wheezing, persistent cough, and phlegm production—all classic symptoms of asthma.  While COPD is a concern given the persistent nature of the symptoms, asthma is more likely given the presence of wheezing.\n\n2. **Recommended Medication(s):**\n* **Bronchodilators:**  These medications relax the muscles around the airways, making breathing easier. Examples include albuterol (short-acting) and salmeterol/fluticasone (long-acting).\n* **Inhaled Corticosteroids:** These reduce inflammation in the airways. Examples include fluticasone and budesonide.\n* **Leukotriene Modifiers:**  These medications block the action of leukotrienes, chemicals that contribute to airway inflammation. Examples include montelukast and zafirlukast.\n\n3. **Suggested Medical Test(s):**\n* **Spirometry:** This measures how much air a person can breathe in and out and how quickly. It helps assess lung function and can distinguish between asthma and COPD.\n* **Peak Expiratory Flow (PEF) Monitoring:**  This measures the patient's ability to forcefully exhale air.  It helps track the severity of asthma symptoms.\n* **Allergy Testing:**  This can identify allergens that may be triggering the patient's asthma.\n* **Chest X-ray:** While less specific for asthma diagnosis, it can rule out other conditions such as pneumonia or lung cancer.\n\n\n"
765,"Hi doctor, I think I have molluscum contagiosum. The bumps on my skin are starting to spread and some of them have a white core.","Since there is no table provided, I will answer based on my medical knowledge.

1.  **Most Likely Disease:** Molluscum Contagiosum. The description of spreading bumps with a white core is highly characteristic of molluscum contagiosum.

2.  **Recommended Medication(s):**

    *   Topical imiquimod
    *   Topical cantharidin
    *   Cryotherapy (liquid nitrogen)
    *   Curettage

3.  **Suggested Medical Test(s):**

    *   Visual Examination
    *   Skin biopsy (rarely needed)","\n\n1. **Most Likely Disease:**\nMolluscum contagiosum. The patient's description of skin bumps that are spreading and some having a white core is highly suggestive of this viral skin infection.\n\n2. **Recommended Medication(s):**\nThere is no medication that cures Molluscum contagiosum, but several treatments can help the bumps resolve faster or prevent spread.  These include:\n* **Topical treatments:**  Potent topical therapies like imiquimod (Aldara) or cantharidin (applied by a dermatologist) can be used.\n* **Cryotherapy:** Freezing the bumps with liquid nitrogen.\n* **Curettage:** Scraping off the bumps (done by a dermatologist).\n* **Laser therapy:**  Burning off the bumps using a laser (also done by a dermatologist).\n\n3. **Suggested Medical Test(s):**\nA physical examination by a dermatologist or doctor is usually sufficient for diagnosis.  In most cases, no further testing is needed.  However, if the diagnosis is unclear, or if there are concerns about other skin conditions, a skin biopsy might be considered to differentiate it from other conditions.\n\n\n"
1937,"Doctor, I'm having difficulty speaking and I've been feeling very depressed lately. I'm also having trouble remembering a lot of things and I'm experiencing some weakness on the right side of my body.","1. **Most Likely Disease:** Transient ischemic attack (TIA). This is because the patient presents with a combination of symptoms including difficulty speaking, depression, memory disturbance, and weakness on one side of the body (right side), all of which are listed as symptoms for TIA in the table.

2. **Recommended Medication(s):**
    *   Clopidogrel (Plavix)
    *   Alprazolam (Xanax)
    *   Carbamazepine
    *   Esomeprazole (Nexium)
    *   Levetiracetam (Keppra)

3. **Suggested Medical Test(s):**
    *   Radiographic imaging procedure
    *   Depression screen (Depression screening)
    *   Occupational therapy assessment (Speech therapy)","\n1. **Most Likely Disease:**\n\nStroke. The combination of difficulty speaking (aphasia), depression, memory problems (disturbance of memory), and right-sided weakness strongly suggests a stroke.  These are classic symptoms of a cerebrovascular accident affecting the left side of the brain (which controls the right side of the body).\n\n2. **Recommended Medication(s):**\n\nThis is not something that can be safely determined without an in-person medical examination.  Treatment for stroke is time-sensitive and depends on the type and location of the stroke.  Possible medications include:\n\n* **tPA (tissue plasminogen activator):**  A clot-busting drug used to restore blood flow to the brain, but only within a specific time window after stroke onset.\n* **Anticoagulants:**  To prevent further blood clots, if appropriate for the type of stroke.\n* **Antiplatelet agents:**  To prevent blood clot formation.\n* **Blood pressure medications:** To manage blood pressure.\n* **Rehabilitation therapies:**  Physical, occupational, and speech therapy are crucial for recovery.\n\n\n3. **Suggested Medical Test(s):**\n\n* **CT scan or MRI of the brain:** To quickly visualize the brain and identify the presence, location, and type of stroke (e.g., ischemic vs. hemorrhagic).\n* **Blood tests:**  To assess blood clotting factors, blood glucose levels (to rule out diabetes as a contributing factor), and other relevant markers.\n* **Carotid ultrasound:** To evaluate the carotid arteries for blockages.\n\n"
1363,"Hi doctor, I have been experiencing severe anxiety, nightmares, and flashbacks after a traumatic event. I'm having trouble sleeping and it's affecting my daily life.","1. **Most Likely Disease:** Panic disorder. The symptoms of severe anxiety, nightmares, flashbacks, and insomnia align with the common symptoms associated with panic disorder, particularly in the aftermath of a traumatic event.

2. **Recommended Medication(s):**
*   Lorazepam
*   Alprazolam (Xanax)
*   Clonazepam
*   Paroxetine (Paxil)
*   Venlafaxine (Effexor)
*   Mirtazapine
*   Buspirone (Buspar)
*   Fluvoxamine (Luvox)
*   Imipramine
*   Desvenlafaxine (Pristiq)
*   Clomipramine
*   Acamprosate (Campral)

3. **Suggested Medical Test(s):**
*   Psychotherapy
*   Mental health counseling
*   Electrocardiogram
*   Depression screen (Depression screening)
*   Toxicology screen
*   Psychological and psychiatric evaluation and therapy","\n\n1. **Most Likely Disease:** Post-traumatic stress disorder (PTSD).  The patient's report of severe anxiety, nightmares, flashbacks, and sleep disturbances following a traumatic event strongly suggests PTSD.  These are classic symptoms of the disorder.\n\n2. **Recommended Medication(s):**\n    * **Selective Serotonin Reuptake Inhibitors (SSRIs):**  Such as sertraline (Zoloft), paroxetine (Paxil), or escitalopram (Lexapro). These are first-line treatments for PTSD, helping to regulate mood and reduce anxiety.\n    * **Serotonin-Norepinephrine Reuptake Inhibitors (SNRIs):** Such as venlafaxine (Effexor) or duloxetine (Cymbalta).  These can also be effective for PTSD symptoms.\n    * **Prazosin:** This medication can help reduce nightmares associated with PTSD.\n    * **Therapy:** Cognitive Behavioral Therapy (CBT) and trauma-focused therapy are crucial components of PTSD treatment, often used in conjunction with medication.\n\n\n3. **Suggested Medical Test(s):**\n    * **Clinical Interview:** A thorough interview by a mental health professional to assess symptoms, the traumatic event, and the impact on daily life.  This is the primary method of diagnosis for PTSD.\n    * **PTSD Checklist (PCL):** A standardized questionnaire used to screen for and measure the severity of PTSD symptoms.\n    * **Other relevant assessments:**  To rule out other conditions that might be contributing to the symptoms.\n\n\n"
3330,"Doctor, I have been feeling weak lately and also experiencing sharp chest pain. In addition, my behavior has been quite antisocial and I have been abusing alcohol. What could be wrong with me?","1. **Most Likely Disease:** Poisoning due to ethylene glycol. The combination of alcohol abuse, hostile behavior, and chest pain strongly suggests this possibility. While other listed diseases present with chest pain, the presence of both antisocial behavior (hostile behavior) and alcohol abuse makes poisoning more probable.

2. **Recommended Medication(s):**
*   Lorazepam

3. **Suggested Medical Test(s):**
*   Toxicology screen
*   Electrocardiogram","\n1. **Most Likely Disease:**\nSubstance-related mental disorder.  The patient presents with weakness, sharp chest pain (which could be anxiety-related), antisocial behavior, and alcohol abuse.  While cardiac issues are a possibility given the chest pain, the combination of behavioral and substance abuse symptoms strongly suggests a primary mental health concern.  The chest pain might be psychosomatic or related to anxiety and panic attacks frequently associated with substance abuse and withdrawal.\n\n2. **Recommended Medication(s):**\n* **Medications for alcohol withdrawal:**  Benzodiazepines (like diazepam or chlordiazepoxide) may be necessary to manage withdrawal symptoms, preventing seizures and delirium tremens.  Other medications may be used depending on the severity of withdrawal.\n* **Therapy:** Cognitive Behavioral Therapy (CBT) and other forms of psychotherapy are crucial for addressing the underlying issues contributing to alcohol abuse and antisocial behavior.\n* **Medications for anxiety and depression:**  Depending on the diagnosis (e.g., anxiety disorder, depression), selective serotonin reuptake inhibitors (SSRIs), serotonin-norepinephrine reuptake inhibitors (SNRIs), or other antidepressants/anxiolytics may be considered.  \n* **Medication for underlying conditions:**  If a specific anxiety disorder or other mental health condition is identified, medication tailored to that condition will be necessary.\n\n3. **Suggested Medical Test(s):**\n* **Comprehensive blood work:** To assess for any underlying medical conditions contributing to weakness (e.g., electrolyte imbalances, thyroid issues).\n* **Electrocardiogram (ECG):** To rule out cardiac causes for the chest pain.\n* **Cardiac enzyme tests (troponin, CK-MB):**  To rule out myocardial infarction (heart attack).\n* **Psychological evaluation:**  To properly assess and diagnose the nature and severity of the mental health condition.  This often involves clinical interviews and questionnaires.\n* **Liver function tests:** To assess the degree of liver damage due to alcohol abuse.\n\n\n"
3979,"Doctor, I've been having a really sore throat lately and I keep pulling at my ears. What could be causing this?","1. **Most Likely Disease:** Salivary gland disorder. The patient presents with both a sore throat and ear pain, which are listed symptoms for salivary gland disorder in the table.

2. **Recommended Medication(s):**
    *   Meloxicam

3. **Suggested Medical Test(s):**
    *   Diagnostic procedures on nose; mouth and pharynx","\n1. **Most Likely Disease:** Acute Sinusitis.  The combination of sore throat and ear pain points towards an upper respiratory infection. While teething is possible (especially if the patient is a young child), the sore throat makes acute sinusitis a more likely diagnosis.  The ear pain is likely referred pain from the sinus infection.\n\n2. **Recommended Medication(s):**\n    * **Saline nasal spray:** To help clear nasal passages.\n    * **Over-the-counter pain relievers:** such as acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) to manage pain and fever.  \n    * **Decongestants:**  (oral or nasal spray) but use cautiously and for a short duration as they can worsen symptoms over time.\n    * **In some cases, antibiotics:** may be necessary if the infection is bacterial, but this would need to be determined by a doctor after evaluation.\n\n3. **Suggested Medical Test(s):**\n    * **Physical examination:** To assess the throat and ears, looking for redness, swelling, or other signs of infection.\n    * **Sinus X-ray or CT scan:** To visualize the sinuses and confirm the presence of inflammation or fluid buildup.\n\n\n"
3944,"Doctor, I have this lump on my foot and it's causing me a lot of pain. I'm not sure when it even appeared.","1. **Most Likely Disease:** Viral warts. The patient reports a lump on their foot and pain, which aligns with the symptom ""Foot or toe lump or mass"" associated with viral warts in the provided table.

2. **Recommended Medication(s):**
    * Salicylic Acid Topical

3. **Suggested Medical Test(s):**
    * Complete physical skin exam performed (ML)","\n1. **Most Likely Disease:**\nViral warts.  The patient presents with a lump on their foot causing pain.  Multiple paths in the provided evidence link \""Foot_or_toe_lump_or_mass\"" and \""Foot_or_toe_pain\"" as symptoms of viral warts. While other conditions are mentioned, viral warts are the most consistently linked to these specific symptoms.\n\n2. **Recommended Medication(s):**\nTopical treatments are the primary approach for viral warts.  These include salicylic acid, cryotherapy (freezing), and imiquimod cream.  In some cases, a doctor might use liquid nitrogen or other treatments.  Over-the-counter medications like salicylic acid are readily available, but a physician should be consulted for proper diagnosis and treatment plan.\n\n3. **Suggested Medical Test(s):**\nA complete physical skin exam is suggested by Path Evidence 6.  Visual inspection by a physician is crucial for diagnosis. In some cases, a biopsy might be necessary to rule out other conditions if the warts are atypical or treatment is ineffective.\n\n\n"
