Question_ID,Question,KG_nodes_count,Path_nodes_count
1570,"Doctor, I have been experiencing nasal congestion, cough, and diminished hearing lately. What could be causing these symptoms?",4,4
1559,"Doctor, I have been diagnosed with Kaposi sarcoma. What medications do I need to take?",5,5
4394,"Doctor, I have been experiencing lack of growth, loss of sex drive, symptoms in my eyes, acne or pimples, and painful menstruation for quite some time now. What could be the cause of it all?",13,13
3676,"Doctor, I'm experiencing sharp abdominal pain and I noticed blood in my stool.",3,3
1149,"Doctor, I have a tooth abscess and it's really painful. What medication do I need?",4,4
1504,"Hi Doctor, I have been diagnosed with Osteomyelitis. What medications do I need to take for it?",4,4
3790,"Doctor, my baby has been very irritable lately and has had a fever. Additionally, he seems to have a runny nose. What could it be?",7,7
2047,"Doctor, I've been experiencing itching of the anus, burning abdominal pain, and ankle pain. What could be causing this?",4,4
618,"Hi Doctor, I've been feeling really weak and dizzy lately, even though I'm drinking plenty of water. I think it might be because of the heat.",6,6
3631,"Doctor, I have been experiencing fainting and irregular heartbeat, what could be causing it?",3,3
4509,"Doctor, I have noticed some skin moles on my arms and legs. What could be the reason?",8,8
803,"Hi doctor, I think I may have vaginitis. ",8,8
415,"Doctor, I fell down the stairs this morning and believe I may have fractured my leg.",6,6
5343,"I've been having leg swelling, vaginal pain, arm swelling and leg pain. What could be the issue?",6,6
4429,"Doctor, I've been experiencing some symptoms like lymphedema and some symptoms related to my eyes. What could it be?",5,5
121,"Doctor, I have been experiencing shortness of breath and wheezing for a while now. I also have a persistent cough and a lot of phlegm. I am worried that I might have COPD. ",6,6
765,"Hi doctor, I think I have molluscum contagiosum. The bumps on my skin are starting to spread and some of them have a white core.",8,8
1937,"Doctor, I'm having difficulty speaking and I've been feeling very depressed lately. I'm also having trouble remembering a lot of things and I'm experiencing some weakness on the right side of my body.",10,10
1363,"Hi doctor, I have been experiencing severe anxiety, nightmares, and flashbacks after a traumatic event. I'm having trouble sleeping and it's affecting my daily life.",8,8
3330,"Doctor, I have been feeling weak lately and also experiencing sharp chest pain. In addition, my behavior has been quite antisocial and I have been abusing alcohol. What could be wrong with me?",7,7
3979,"Doctor, I've been having a really sore throat lately and I keep pulling at my ears. What could be causing this?",5,5
3944,"Doctor, I have this lump on my foot and it's causing me a lot of pain. I'm not sure when it even appeared.",5,5
1752,"Doctor, I have been experiencing some symptoms lately.",5,5
3286,"Doctor, I've been having trouble sleeping lately. I'm also feeling tired all the time, and I keep getting heartburn. On top of that, my heart feels like it's racing a lot. What could be causing all of these symptoms?",8,8
481,"Doctor, I'm experiencing high blood pressure and swelling in my hands and feet during my pregnancy. I'm worried that I may have preeclampsia. ",9,9
1349,"Hi Doctor, I have been experiencing severe numbness and tingling in my fingers and toes which turn white and blue when I get cold or stressed. I think I may have Raynaud disease. What medications should I take?",25,25
3105,I've been having a fever and really bad sinus congestion. What could be wrong with me?,3,3
18,"Doctor, I've been experiencing continuous ringing in my ears for the past few weeks. I'm quite worried about it. ",2,2
3199,"Doctor, I'm experiencing ear pain, headache, and swollen lymph nodes. What could be the problem?",5,5
2173,"Doctor, I have been experiencing headache, abusing alcohol, fainting, and sleepiness lately. What could be the problem?",6,6
3728,"Doctor, I am experiencing knee pain, ache all over, vomiting, sharp abdominal pain, and have a fever. What could it be?",7,7
2337,"Doctor, I've been feeling very cold lately and my feet and legs have been quite swollen. What could be the problem?",7,7
3466,"I have this weird lump on my neck, and I'm also experiencing vaginal dryness and leg cramps. What could be causing all of this?",9,9
4553,"Doctor, I have been feeling very depressed lately and also experiencing stiffness all over my body. Can you tell me what might be causing this?",5,5
5423,"Doctor, I've been experiencing fatigue, sharp abdominal pain, fever and nausea. What's wrong with me?",6,6
3987,"Doctor, I've been experiencing sharp abdominal pain and pelvic pain during my periods. What could be the reason for this?",4,4
1269,"Hi Doctor, I think I dislocated my wrist while playing football. It's really painful, and I can't move it much.",7,7
1556,"Hi doctor, I have this infection on my finger and my friend said it might be a Paronychia. ",4,4
2431,"Doctor, I have been experiencing sharp abdominal pain, pain or soreness of breast, nausea, and lower abdominal pain for the past few weeks. I am also not getting my period. What could be wrong with me?",8,8
1784,"Doctor, I have been experiencing back pain for the past week. ",8,8
480,"Doctor, I have been experiencing fatigue, shortness of breath, chest pain and irregular heartbeats. I did some research and it seems like I might have myocarditis. What tests should I get done to confirm it?",7,7
4745,"Doctor, I have been facing a problem with my memory. Sometimes, I forget things that I should remember easily. What do you think might be the issue?",5,5
4442,"Doctor, I have redness in and around my nose. What could be causing it?",3,3
500,"Hi doctor, I have been feeling really tired and weak lately, and I think it's because of my iron deficiency anemia. What medical tests should I take?",5,5
2570,"Doctor, I have been having vomiting, low back pain, decreased appetite, back pain, and blood in my urine. What could be the reason for these symptoms? ",7,7
469,"Hello, I have been having a lot of pain and numbness in my back, legs and calves. The pain worsens when I walk or stand for too long. ",7,7
411,"Doctor, I've got these small black spots floating in my vision. It's been worrying me a lot lately.",5,5
4786,"Doctor, I'm having some strange symptoms, my skin on arm and hand look infected, and I am also having hip pain.",5,5
3906,"Doctor, I'm concerned about my lack of growth despite having a healthy diet and exercising regularly. Can you please tell me what's wrong?",8,8
4120,"Doctor, I have been feeling really down lately. I don't have any energy to do anything and I don't want to talk to anyone. ",5,5
4351,"Doctor, I've been having shortness of breath and increased heart rate. Also, I have been experiencing lower body pain. What could be the cause of this? ",7,7
1290,"I have been experiencing discomfort in my legs, and I recently found out that I have venous insufficiency. What medication do I need to take?",5,5
466,"Doctor, I am having some discomfort and pain in my lower abdomen. I also feel bloated and have difficulty eating.",8,8
4161,"Doctor, I have been experiencing a lot of cramps and spasms recently. ",3,3
657,"Doctor, I have been experiencing weakness and lack of energy lately. I'm worried I might have a vitamin deficiency.",9,9
1523,"Doctor, I have been having difficulty breathing through my nose and I think I have a deviated nasal septum. What medications do I need to take?",3,3
562,"Doctor, I have been experiencing some unusual symptoms like fever, fatigue, chills, and heart palpitations. I think I might have Endocarditis. ",9,9
4875,"Doctor, I have a mass on my neck that seems to be getting bigger. Also, the skin over it looks abnormal and swollen with some moles. What might be going on?",7,7
557,"Doctor, I think I have Malaria.",7,7
1927,"Doctor, I have these weird skin moles on my fingers and feet that are really bothering me. What could it be?",6,6
3308,"Hi doctor, I have a lesion on my eyelid and a mass as well. Also, I am experiencing some symptoms in my eyes like diminished vision and pain. What could be wrong?",6,6
983,"Hi doctor, I think I dislocated my patella, it's really painful.",7,7
4667,"Doctor, I've been having unpredictable menstruation for some time now. I also experience vaginal itching, and when I have my periods, they last unusually longer than before. But then I also have this problem of completely missing my period for a couple of months.",10,10
2017,"Doctor, I have been experiencing some congestion in my chest along with facial pain and frontal headache. What could be the problem?",5,5
4743,"I have been feeling very low lately. I think I might have depression. And my self-esteem is at an all-time low. Also, I noticed pus in my urine, and I have been having cramps or spasms in my elbow.",11,11
4871,"Doctor, I've been experiencing dizziness, paresthesia, arm weakness, back pain, and disturbance of memory. What could be wrong with me?",8,8
326,"Doctor, I've been experiencing intense pain on one side of my throat, difficulty swallowing and a high fever.",9,9
5074,"Hi Doctor, my hand hurts a lot and the skin on my arm and hand looks infected.",5,5
672,"Doctor, I have been experiencing painful sores in my nose and mouth. My throat is also sore and it's difficult to swallow sometimes. What do you think is wrong?",5,5
3435,"Doctor, I've been experiencing weakness, sharp chest pain, problems with movement, leg pain, and sweating. What could be the problem?",11,11
5386,"Doctor, I have noticed some abnormal appearance on my skin. ",11,11
4782,"Doctor, I've been feeling dizzy lately, and it's been causing me a lot of trouble. I also have some depressive symptoms and I feel like my hearing has diminished. On top of that, my lower back feels very weak. What could these symptoms be?",8,8
4631,"Doctor, I have been feeling hot and cold lately, and I noticed that I have been nailbiting excessively. I also have back pain and I even fainted earlier. Additionally, I noticed that my hands and fingers have been swelling. What could be the problem?",15,15
4283,"Doctor, I'm experiencing nasal congestion and pain in my eye. What could be wrong?",5,5
2592,"Doctor, I've been having some issues lately. I noticed blood in my urine, I've been vomiting, and I'm experiencing pain in my testicles and suprapubic pain.",8,8
2137,"Doctor, I have been experiencing coryza for the past few days. What could be the issue?",8,8
1674,"Doctor, I am experiencing neck stiffness and shoulder swelling, along with leg cramps or spasms. What could be the reason for these symptoms?",7,7
2574,"Doctor, I'm worried about the symptoms I'm experiencing. I've noticed a skin growth and symptoms of the scrotum and testes. I'm also experiencing impotence, excessive urination at night, and I've seen blood in my urine.",14,14
1956,"Doctor, I have been experiencing skin swelling and itching of skin. What could be the problem?",3,3
2176,"Doctor, I have been feeling really low for the past few days, and it's been hard for me to get out of bed. I've been crying a lot and just can't seem to shake off this feeling.",5,5
3243,"Doctor, I have been experiencing constipation for a while now, and recently I have noticed that I am having some urge incontinence. What could be the problem?",5,5
1073,Hi doctor. I think I have a fracture in one of my ribs. ,5,5
5288,"Doctor, I have redness in my eyes, a sore throat, itchiness in my eyes, a swollen eye, and fever. What's wrong with me?",10,10
2458,"Doctor, I've been experiencing some strange symptoms lately. My eyes seem to be deviating and my eyelids have been moving abnormally. What could be causing this?",3,3
3746,"Doctor, I have been experiencing bleeding from my ear, facial pain and my hearing has reduced too. What could be the reason for it?",5,5
2591,"Doctor, I have been experiencing lower body pain and side pain lately. Can you please help me understand what's going on?",3,3
595,"Doctor, I've been experiencing skin irritation, redness, and itchiness whenever I come into contact with certain substances. I think it might be contact dermatitis. What tests do I need to take to confirm this?",10,10
77,"Doctor, I think I might have had a stroke. My left side suddenly felt weak and numb.",5,5
3755,"Hi doctor, I've been experiencing some pain in my testicles along with elbow cramps and burning sharp abdominal pain.",7,7
5089,"Doctor, I have been feeling very nauseous lately and I have noticed an excessive growth on my body. I also have a lump on my knee and a sore in my vulvar area.",10,10
4613,"Doctor, I have been feeling nauseous and have a burning pain in my abdomen. I also have chills and pain on my side. Do you know what could be wrong with me?",7,7
820,"Hi doctor, I have been experiencing vision problems and I was diagnosed with diabetic retinopathy. What medications do I need to take?",5,5
601,"Doctor, I have been experiencing a lump on my neck and after the diagnosis, I found out that I have thyroid cancer. What medical tests do I need to take?",5,5
4405,"Hi doctor, I have been experiencing neck cramps or spasms, wrist weakness, vulvar sore, and back pain. Do you have any idea what could be wrong with me?",8,8
1747,"Doctor, I have been feeling very depressed and emotionally unstable lately, and I have also noticed weakness in my wrists. Additionally, I have had some angry outbursts. What could be wrong with me?",6,6
4145,"Doctor, I have been experiencing lower abdominal pain, swelling of scrotum and penis pain. Can you please tell me what could be the problem?",6,6
1086,"I've been recently diagnosed with Autism, what kind of medications do I need to take?",5,5
2860,"Doctor, I have been feeling nauseous and vomiting a lot lately. Also, my skin has an abnormal appearance.",5,5
564,"Doctor, I was feeling uneasy and nauseous after being out in the sun for a few hours. I also had a headache and my body temperature was very high. I think I may have a heat stroke.",8,8
2002,"Doctor, my eye has been feeling really itchy lately. ",5,5
3028,"Doctor, I've been having some problems lately. I have been abusing alcohol, exhibiting aggressive behavior, feeling unhappy, experiencing worsened smoking problems, and experiencing slurred speech even when sober. Can you help me?",10,10
2335,"Doctor, I have been experiencing fever, elbow cramps, weakness in my elbow, being underweight, and coughing up blood. What could be causing all of these symptoms?",10,10
1293,"Hi doctor, I have been struggling with drug abuse for a while now and I was wondering if there is any medication that can help me?",5,5
3590,"Doctor, I have been experiencing sharp abdominal pain and nausea. What could be the cause?",3,3
4451,"Doctor, I've been experiencing a lot of jaw pain lately. ",3,3
2479,"Doctor, I have been experiencing delusions, seizures, nausea, anxiety and nervousness. What could be wrong?",8,8
5011,"Doctor, I have been experiencing facial pain, allergic reaction, hoarse voice and frontal headache for the past few days. What do you think is wrong with me?",9,9
5358,"Doctor, I have this skin swelling, itchy eyelid and my skin seems to have some dryness, peeling, scaliness and roughness. Can you tell me what is causing all these symptoms?",12,12
65,"Doctor, I fell from a height and I have difficulty breathing and a sharp pain in my chest. ",5,5
4544,"Doc, I have been having nasal congestion, coryza, diarrhea, chills, and a sore throat. Do you know what could be the problem?",9,9
2453,"Doctor, I have been experiencing pain in my foot and spasms in my toes. What could be the cause of this?",5,5
5435,"Doctor, I am experiencing leg pain, leg cramps, weakness, and difficulty in moving. Also, I have been having severe back pain for a while now.",9,9
849,I have been diagnosed with lung contusion. What medications do I need to take to treat it?,9,9
1101,"Doctor, I think I have a fracture in my patella. Can you help me with it?",9,9
946,"Doctor, I have been experiencing some vision problems lately. I went to an ophthalmologist and was diagnosed with chorioretinitis. What medications do I need to take?",7,7
877,"Hello doctor, I have been experiencing constant congestion and headaches, and I was told that I have chronic sinusitis. Can you please prescribe me some medications for it?",6,6
2232,"Doctor, I have not had my periods for a few months now and when I do get them, the flow is very little. What could be causing this?",5,5
2309,"Doctor, I have been feeling constantly thirsty and I seem to be gaining weight for no apparent reason. What could be wrong with me?",3,3
4955,"Doctor, I've been experiencing a lot of regurgitation, heartburn, lower body pain, vomiting, and back pain lately. What could it be?",9,9
1726,"Doctor, I have been experiencing severe headaches, seizures and also some depressive and psychotic symptoms lately. What could be wrong with me?",6,6
2809,"Doctor, I have been experiencing peripheral edema, skin rash, cough, vomiting, and sneezing. What could be the reason for these symptoms?",8,8
1668,"Doctor, I am having some sharp pain in my lower abdomen. What could be the reason for it?",8,8
5196,"Doctor, I have noticed some skin swelling, moles and my skin has been dry, peeling and itchy for a while. Do you know what this could be?",7,7
2163,"Doctor, I have redness in my ear, cough, mouth ulcers, abnormal appearing skin and decreased appetite. What could be happening to me?",9,9
4141,"Doctor, I've been experiencing eye redness, itchiness, and swelling for the past few days. Also, I'm seeing some spots or clouds in my vision. What could be the problem?",8,8
2058,"Doctor, I have been experiencing sharp chest pain and regurgitation. Do you know what might be causing this?",5,5
417,"Doctor, I have a rash on my back that looks like small, scaly patches. It's been there for a few weeks and now it's spreading. What could it be?",5,5
757,"Hello doctor, I think I might have a breast infection, it's painful and swollen.",6,6
5197,"Doctor, I've been experiencing some strange symptoms lately. I have itchiness in my eyes, neck cramps, and I can't stop nailbiting. Also, my sex drive is low and I have a strange lump in my knee.",14,14
2267,"Doctor, I have been experiencing seizures, cough, allergic reactions, focal weakness, and abnormal involuntary movements. What could be wrong with me?",10,10
362,"Doctor, I have been experiencing itchy and watery eyes, sneezing, and a runny nose. I think I might have seasonal allergies.",10,10
30,"Hi doctor, I think I injured my hip while running yesterday. It hurts a lot and I have difficulty moving.",4,4
2733,"Doctor, I've been experiencing excessive anger, temper problems, and antisocial behavior lately. What do you think could be the cause?",5,5
1072,"I think I might have gonorrhea, I have been experiencing pain during urination and some unusual discharge.",3,3
5220,"Doctor, I've been experiencing constipation, fluid retention, vomiting, diarrhea, and sharp abdominal pain. Can you tell me what's wrong with me?",7,7
2146,"Doctor, my newborn baby has an irregular belly button, changes in stool appearance, drainage in the throat, and has been having problems with feeding. The scalp also appears irregular. What could be wrong?",13,13
3620,"Hi doctor, I have been experiencing some strange symptoms with my vision. My eyes often burn or sting and I've noticed spots or clouds in my vision. Also, I feel like my vision has been diminished lately. ",8,8
4520,"Doctor, I have been having this sharp chest pain lately, what could be the reason for it?",3,3
3504,"Doctor, I have noticed some skin swelling and warts on my skin. What could be the reason?",3,3
4595,"Doctor, I have been experiencing slurring of my words lately. What could be the cause of it?",5,5
80,"Doctor, I have been experiencing difficulty walking and balancing, bladder control problems, and incontinence. I am also experiencing memory loss and confusion at times. What could be wrong with me?",14,14
617,"Hi doctor, I have been experiencing frequent headaches and blackouts. Recently, I have also noticed a weakness on one side of my body.",6,6
1222,"Doctor, I have been diagnosed with Hydatidiform mole. What medications should I take?",5,5
4470,"Doctor, I have a kidney mass and have noticed an increased heart rate along with excessive urination at night. I am also experiencing symptoms of prostate. ",7,7
296,"Doctor, I have an open wound on my shoulder and it's not healing properly. What tests do I need?",4,4
3025,"Doctor, I have been experiencing knee stiffness or tightness and noticed blood in my stool, what could be the issue?",5,5
4772,"Doctor, I have been feeling very tired and fatigued lately. Also, my muscles have started swelling up. What could be the problem?",5,5
4527,"Doctor, I have been experiencing heartburn and upper abdominal pain. What might be the problem?",5,5
1214,"Doctor, I have been experiencing severe pain and discomfort due to my sickle cell crisis. What medication should I take to alleviate the symptoms?",9,9
3521,"Doctor, I have been experiencing shortness of breath, sinus congestion, vomiting, cough, and a sore throat. What could be wrong with me?",8,8
1045,"Doctor, I have been experiencing redness and watery discharge in both my eyes, and it's becoming quite uncomfortable. ",5,5
343,"Doctor, I think I might have Scarlet fever. I have a rash all over my body and my throat is sore.",5,5
2526,"Doctor, I have been experiencing wheezing, nasal congestion and coryza for the past few days. What could it be?",4,4
2988,"Doctor, I am experiencing some back pain that is quite severe. ",3,3
327,"Hi doctor, I have been experiencing symptoms such as nausea, vomiting, bloating and abdominal pain after I eat. I think I might have Gastroparesis. ",8,8
2932,"Doctor, I keep having nosebleeds. What could be the possible cause of this?",5,5
1721,"Doctor, I have been experiencing leg cramps, jaundice, chest tightness, coughing up sputum and flushing. What could be the reason for all these symptoms?",6,6
2045,"Doctor, I have been experiencing painful urination and constipation. What could be the problem?",3,3
843,"Doctor, I have been experiencing abnormal vaginal bleeding.",3,3
2898,"Doctor, I have been experiencing sharp chest pain, coryza, nasal congestion, weakness, and wheezing. What could be the problem? ",7,7
4587,"Doctor, I've been experiencing diaper rash along with pelvic pain. Also, I'm currently pregnant and facing some problems during the pregnancy. What could be the possible reason for this?",6,6
1267,"Hi doctor, I'm experiencing vision problems in my right eye. The eye seems weaker and I'm having a hard time focusing.",4,4
1940,"Doctor, I have been experiencing an ache all over my lower body, my skin is swollen and I feel pain around my anus. What could be the problem?",4,4
1332,"Doctor, I have been experiencing shortness of breath and dry cough for a long time now. After several tests, I was diagnosed with interstitial lung disease. What medication do I need to take?",6,6
1451,I think I dislocated my finger and it's really painful. What medication do I need to take?,4,4
3378,"Doctor, I have been experiencing some strange symptoms lately. My eyelids are itchy, I'm feeling cross-eyed, I have excessive growth, and I am also experiencing wrist weakness and emotional symptoms.",7,7
204,"Doctor, I have been having painful and swollen veins in my legs, I think I might have varicose veins.",5,5
1470,"Doctor, I have been diagnosed with HPV. What medications do I need to take?",6,6
2722,"Doctor, I have been experiencing foot or toe pain, ankle pain, ankle swelling, knee pain and foot or toe swelling. What could be the problem?",8,8
3373,"'Doctor, I have been experiencing blindness and decreased appetite lately, can you tell me what is wrong with me?'",5,5
2033,"Doctor, I have been experiencing throat irritation, blood in stool, low self-esteem, and depression. I must also admit that I have been abusing alcohol.",6,6
1305,"Hi doctor, I think I may have a female genitalia infection. ",4,4
886,"Doctor, I have been experiencing difficulty swallowing and have been told that I have something called achalasia. What medicines should I be taking for this condition?",7,7
3134,"Doctor, I have been having a lot of joint pain in my arm and wrist lately. It's starting to really bother me. What do you think it could be?",5,5
318,"Doctor, I think I may have dental caries. My tooth hurts whenever I eat something sweet or sour.",6,6
3856,"Doctor, I have been experiencing fatigue, wrist pain, pain during pregnancy, facial pain, and excessive urination at night. What could be the issue?",6,6
1823,"Doctor, I've been feeling really down lately. I had my baby six weeks ago, but I just can't seem to shake this feeling of sadness. I'm also feeling really anxious all the time and having trouble sleeping. ",4,4
1635,"Hey Doc, I have been having some trouble smoking lately. It feels like my lungs aren't working properly.",5,5
3771,"Doctor, I've been experiencing vomiting, low back pain, side pain, and dizziness. What could be wrong with me?",6,6
2865,"Doctor, I have been experiencing diaper rash and nosebleeds lately. What could be wrong with me?",5,5
2501,"Doctor, I have been experiencing bleeding from my ear. What could be the problem?",7,7
1865,"Doctor, I have been experiencing pain in my eye and there's pus draining from my ear. What could be the problem?",3,3
1827,"Doctor, I've been feeling down lately, and I think I might be struggling with drug abuse. I also had a baby a few months ago.",6,6
194,"Doctor, I've been experiencing stiffness and pain in my shoulders, neck, and hip for a few weeks now. I also have a low-grade fever and feel tired all the time. Do you know what might be causing this?",13,13
5407,"Doctor, I've been having some strange symptoms lately. I've been acting really antisocial and hostile. Also, I've been feeling really down and sometimes even have psychotic symptoms. What could be wrong with me?",5,5
1583,"Doctor, I've been feeling really sick lately. I have diarrhea and feel really depressed.",3,3
3265,"Hi doctor, I've been experiencing pain in my eye for the past few days.",3,3
2690,"Doctor, I have been having a sharp pain in my eye. Can you please tell me what might be causing this?",5,5
2283,"Doctor, I've been experiencing sinus congestion, neck pain, and headaches. What could be the problem?",5,5
569,"Doctor, I have been experiencing severe headaches, fever, and a stiff neck for the past few days. I'm getting really worried that it might be something serious.",5,5
2287,"Doctor, I haven't had my periods for a while and I always feel cold no matter how many layers I wear. What could be wrong with me?",7,7
2877,"Doctor, my throat feels tight, what could be the problem?",5,5
5256,"Doctor, I am having difficulty breathing, especially when I lie down. What could be the reason for this?",6,6
4174,"Doctor, I am having some trouble with my jaw. It's swollen, and my eye is also swollen. I am also experiencing pain in my mouth and skin irritation. Additionally, my eye is hurting. What could be the problem?",11,11
3275,"Doctor, I have been feeling really down lately. I also have been experiencing anxiety and nervousness along with disturbance of memory and slurring of words.",10,10
2713,"Doctor, I have been experiencing some symptoms lately - I have gained weight and been having nightmares. ",10,10
227,"Hi doctor, I injured my leg and it's been really painful. I can't put any weight on it and there's a large bruise.",7,7
945,"Hi doctor, I have been experiencing problems with my bladder lately. It feels like I always have to pee and I have trouble controlling the urge. ",7,7
2140,"Doctor, I've been experiencing some pain when I breathe and I also have this weird skin rash. What could be the problem?",5,5
1463,I have been recently diagnosed with multiple sclerosis. What medication do I need to take?,4,4
4757,"Doctor, I have been experiencing pain in my penis lately.",4,4
2175,"Doctor, I have been feeling very depressed lately and I keep fainting. I also have a history of drug abuse.",4,4
314,"Doctor, I think I might have syphilis.",4,4
889,"I have cerebral palsy, what medications do I need?",3,3
4888,"Doctor, I have been having frequent headaches and smoking problems. I also feel low most of the times. What could be the reason for this?",7,7
3560,"Doctor, I have been experiencing suprapubic pain, heavy menstrual flow, vaginal pain, and painful menstruation. What could be the problem?",7,7
2832,"Doctor, I have been experiencing nasal congestion for the past few weeks. What could be the problem?",3,3
3575,"Doctor, I've been experiencing paresthesia, hand weakness, hand pain, shoulder pain, and sharp chest pain. What's happening to me?",11,11
4967,"Doctor, I have been experiencing low back weakness and sore throat. What could be the problem?",5,5
4190,"Doctor, I am experiencing vaginal discharge. What could be causing this?",5,5
948,Hi Doctor. I think I have been diagnosed with Myositis. What medication would you recommend for me?,4,4
3156,"Doctor, I have been having fever, nosebleed and difficulty breathing. Along with that, I am also experiencing nasal and sinus congestion. What could be the problem?",8,8
4724,"Doctor, I have been experiencing some weight gain, diarrhea, and headaches lately. What do you think might be wrong with me?",5,5
1558,"Doctor, I have been diagnosed with a white blood cell disease. What medications do I need to take to treat it?",3,3
2087,"Doctor, I have been experiencing excessive appetite and abnormal breathing sounds. What could be the problem?",5,5
364,"Doctor, I have been experiencing some discomfort in my kidneys lately. I think I might have a primary kidney disease.",5,5
3573,"Doctor, I have been having some trouble with my appetite and also experiencing pain in my shoulder and arm. What could be the problem?",7,7
14,"Doctor, I badly hurt my knee while playing football last evening. It's quite painful and I am not able to put weight on it. What could be the problem and what tests are needed?",10,10
4260,"Doctor, I am experiencing foot or toe stiffness, swelling and difficulty with movement. Also, I have been losing sensation in my foot and the skin on my leg and foot looks infected. What could be happening to me?",10,10
4411,"Doctor, I have an incredibly itchy scalp and my skin looks really abnormal. What could be wrong with me? ",3,3
1615,"Doctor, I have been experiencing severe burning abdominal pain for the past few weeks. What could be causing this?",9,9
2984,"Doctor, I've been having some severe itching in my genital area. Can you tell me what's wrong?",5,5
3534,"Doctor, I've been experiencing fluid retention, pain during pregnancy, pain of the anus, and leg cramps or spasms. What could be the problem?",13,13
574,"Doctor, I have been experiencing intense itching and rashes on my skin for quite some time now. I also have small blisters on my fingers and toes. What could be the reason for it?",11,11
5442,"Hi doctor, I have been experiencing spots or clouds in my vision, involuntary movements, skin swelling, and fluid retention. What could be the problem?",9,9
2705,"Doctor, I've been having trouble breathing lately. It hurts to inhale and exhale. ",8,8
5105,"Doctor, I have been experiencing wrist swelling, ankle stiffness, joint pain and there's a lump in my foot. What may be the problem?",10,10
2572,"Doctor, I have been experiencing lower abdominal pain for a few days now. What could be the reason behind it?",5,5
1021,"Doctor, I have been feeling very weak lately and my blood count is really low, what could be the issue?",2,2
2461,"Doctor, I have been feeling extremely sleepy lately and have had difficulty speaking clearly. I've also been experiencing some depressive and psychotic symptoms.",9,9
4155,"Hi doctor, I have been having a lot of pain and swelling in my ankle lately, and my foot and toes feel stiff and tight.",7,7
2534,"Doctor, I am experiencing a burning and stinging sensation in my eye. Additionally, my eye feels itchy and I've been tearing up a lot. What's going on?",6,6
3346,"Doctor, I have a small growth of skin on my toe, near the nail. It looks unusual and I feel a slight pain and discomfort while walking. Can you please tell me what is happening?",12,12
2673,"Doctor, I have peripheral edema, symptoms in the eye, diminished hearing, itching on my skin, and neck swelling. Can you please help me out? ",11,11
3297,"Doctor, I have been facing some fertility issues lately, and I have also developed acne and my periods have become quite unpredictable. Can you tell me what might be causing these symptoms?",5,5
2423,"Doctor, I've been experiencing sweating, feeling ill, fainting, dizziness, and problems with movement.",10,10
4542,"Doctor, I have been experiencing diarrhea and nasal congestion for the past few days. What could be the cause of this?",3,3
1043,"Doctor, I have been diagnosed with leukemia. Can you please suggest some medications for me?",4,4
1572,"Doctor, I have been experiencing a hoarse voice and there seems to be a lump in my throat. What could be causing this?",3,3
3445,"Doctor, I've been experiencing involuntary urination, blood in my urine and symptoms similar to those of prostate cancer. What could be causing this?",7,7
5448,"Doctor, I have an open wound in my nose and I also feel some knee weakness, diminished hearing, facial pain, and neck weakness. What could be the problem?",11,11
3106,"Doctor, my sinuses have been really painful and congested lately. What could be causing this?",3,3
1426,"Doctor, I was diagnosed with epidural hemorrhage. What medication should I take?",4,4
5043,"Doctor, I have been experiencing excessive growth, ear pain, vulvar sore, nosebleed, and pelvic pressure. Do you have any idea what could be the cause?",15,15
4663,"Doctor, I have been having redness in my nose along with coughing up sputum and nosebleeds. Do I have a cold?",11,11
2466,"Doctor, I have some skin lesion and rash on my body. Also, I feel some pain in my fingers and hands as well as in my mouth. What could be the reason behind these symptoms?",11,11
3327,"Doctor, I have been experiencing blindness, spots or clouds in my vision and diminished vision. What could be wrong with me?",4,4
4489,"Doctor, I have been experiencing lower abdominal pain and painful urination. Also, I have noticed blood in my urine and back pain. Sometimes, I feel like I have to urinate, but can't. What could be causing all these symptoms?",7,7
4,"Doctor, I've been experiencing a condition called cryptorchidism. My testicles have not descended properly into the scrotum. What medical tests do I need to take?",5,5
2490,"Doctor, I have been experiencing some changes in the appearance of my stool and also some symptoms related to my prostate. Can you tell me what is going on?",3,3
2351,"Doctor, I have been experiencing pain in my eye, along with diminished vision and itchiness in my eye. What could be the problem?",5,5
1722,"Doctor, I have been experiencing seizures, facial pain, hostile behavior, and sometimes delusions or hallucinations, what could be the problem? ",9,9
3522,"Doctor, my baby has been very irritable lately and also seems to have a runny nose. What could be going on?",7,7
4752,"Doctor, I have been experiencing loss of sensation in my limbs along with neck and low back pain. What could be the issue? ",6,6
5364,"Doctor, I've been experiencing focal weakness, vaginal discharge, pain during intercourse and painful urination. What could be the problem?",8,8
2640,"Doctor, lately I've been experiencing eye burns or stings along with diminished vision. I also noticed some acne or pimples on my eyelids and there seem to be spots or clouds in my vision. Oh and my eyelids have been a bit swollen too.",8,8
3810,"Doctor, I have been having slurred speech, sharp chest pain, fainting spells and my heartbeat feels irregular at times, what could be wrong?",8,8
3623,"Doctor, I am experiencing a lot of pain in my gums and there's some swelling as well. I also have a mouth ulcer. What could be the problem?",8,8
1751,"Doctor, I've been experiencing a high fever and sharp abdominal pain. Do you have any idea what could be causing this?",3,3
4188,"Doctor, I have been having a fever and I'm concerned about it. Can you tell me what might be causing it?",5,5
3877,"Doctor, can you tell me what's wrong with me? I have these weird symptoms like mouth ulcers, frontal headaches, temper problems, arm stiffness, and a swollen tongue.",14,14
