Question_ID,first_output,second_output,compare_result
2989,output2,output6,0
2989,output2,output7,0
2989,output3,output4,0
2989,output3,output5,0
2989,output3,output6,0
2989,output3,output7,0
2989,output4,output5,0
2989,output4,output6,0
2989,output4,output7,0
2989,output5,output6,1
2989,output5,output7,2
2989,output6,output7,1
3033,output1,output2,1
3033,output1,output3,2
3033,output1,output4,1
3033,output1,output5,0
3033,output1,output6,2
3033,output1,output7,0
3033,output2,output3,2
3033,output2,output4,2
3033,output2,output5,1
3033,output2,output6,2
3033,output2,output7,0
3033,output3,output4,1
3033,output3,output5,0
3033,output3,output6,1
3033,output3,output7,0
3033,output4,output5,0
3033,output4,output6,2
3033,output4,output7,0
3033,output5,output6,2
3033,output5,output7,2
3033,output6,output7,1
3101,output1,output2,2
3101,output1,output3,0
3101,output1,output4,0
3101,output1,output5,0
3101,output1,output6,0
3101,output1,output7,0
3101,output2,output3,0
3101,output2,output4,0
3101,output2,output5,1
3101,output2,output6,0
3101,output2,output7,0
3101,output3,output4,0
3101,output3,output5,0
3101,output3,output6,0
3101,output3,output7,2
3101,output4,output5,0
3101,output4,output6,0
3101,output4,output7,2
3101,output5,output6,2
3101,output5,output7,0
3101,output6,output7,2
3109,output1,output2,0
3109,output1,output3,2
3109,output1,output4,2
3109,output1,output5,0
3109,output1,output6,2
3109,output1,output7,0
3109,output2,output3,0
3109,output2,output4,2
3109,output2,output5,0
3109,output2,output6,2
3109,output2,output7,0
3109,output3,output4,0
3109,output3,output5,0
3109,output3,output6,0
3109,output3,output7,1
3109,output4,output5,1
3109,output4,output6,1
3109,output4,output7,0
3109,output5,output6,0
3109,output5,output7,0
3109,output6,output7,0
3113,output1,output2,0
3113,output1,output3,0
3113,output1,output4,0
3113,output1,output5,0
3113,output1,output6,0
3113,output1,output7,0
3113,output2,output3,0
3113,output2,output4,0
3113,output2,output5,0
3113,output2,output6,2
3113,output2,output7,1
3113,output3,output4,0
3113,output3,output5,2
3113,output3,output6,0
3113,output3,output7,1
3113,output4,output5,0
3113,output4,output6,2
3113,output4,output7,2
3113,output5,output6,1
3113,output5,output7,0
3113,output6,output7,1
3114,output1,output2,2
3114,output1,output3,0
3114,output1,output4,0
3114,output1,output5,2
3114,output1,output6,1
3114,output1,output7,0
3114,output2,output3,2
3114,output2,output4,0
3114,output2,output5,0
3114,output2,output6,0
3114,output2,output7,0
3114,output3,output4,2
3114,output3,output5,2
3114,output3,output6,0
3114,output3,output7,0
3114,output4,output5,2
3114,output4,output6,1
3114,output4,output7,2
3114,output5,output6,0
3114,output5,output7,0
3114,output6,output7,0
3287,output1,output2,0
3287,output1,output3,0
3287,output1,output4,0
3287,output1,output5,0
3287,output1,output6,0
3287,output1,output7,0
3287,output2,output3,0
3287,output2,output4,0
3287,output2,output5,0
3287,output2,output6,2
3287,output2,output7,2
3287,output3,output4,0
3287,output3,output5,0
3287,output3,output6,2
3287,output3,output7,0
3287,output4,output5,0
3287,output4,output6,2
3287,output4,output7,1
3287,output5,output6,1
3287,output5,output7,0
3287,output6,output7,1
3437,output1,output2,0
3437,output1,output3,0
3437,output1,output4,1
3437,output1,output5,0
3437,output1,output6,1
3437,output1,output7,2
3437,output2,output3,0
3437,output2,output4,0
3437,output2,output5,0
3437,output2,output6,0
3437,output2,output7,2
3437,output3,output4,0
3437,output3,output5,0
3437,output3,output6,0
3437,output3,output7,2
3437,output4,output5,1
3437,output4,output6,1
3437,output4,output7,1
3437,output5,output6,1
3437,output5,output7,0
3437,output6,output7,2
3457,output1,output2,0
3457,output1,output3,0
3457,output1,output4,1
3457,output1,output5,0
3457,output1,output6,1
3457,output1,output7,0
3457,output2,output3,0
3457,output2,output4,1
3457,output2,output5,1
3457,output2,output6,0
3457,output2,output7,0
3457,output3,output4,2
3457,output3,output5,0
3457,output3,output6,1
3457,output3,output7,2
3457,output4,output5,1
3457,output4,output6,0
3457,output4,output7,1
3457,output5,output6,1
3457,output5,output7,1
3457,output6,output7,0
3463,output1,output2,0
3463,output1,output3,0
3463,output1,output4,1
3463,output1,output5,0
3463,output1,output6,0
3463,output1,output7,1
3463,output2,output3,2
3463,output2,output4,2
3463,output2,output5,0
3463,output2,output6,0
3463,output2,output7,0
3463,output3,output4,0
3463,output3,output5,0
3463,output3,output6,0
3463,output3,output7,0
3463,output4,output5,2
3463,output4,output6,1
3463,output4,output7,0
3463,output5,output6,0
3463,output5,output7,2
3463,output6,output7,0
3680,output1,output2,0
3680,output1,output3,0
3680,output1,output4,0
3680,output1,output5,0
3680,output1,output6,1
3680,output1,output7,1
3680,output2,output3,0
3680,output2,output4,0
3680,output2,output5,0
3680,output2,output6,1
3680,output2,output7,0
3680,output3,output4,0
3680,output3,output5,0
3680,output3,output6,0
3680,output3,output7,0
3680,output4,output5,0
3680,output4,output6,0
3680,output4,output7,2
3680,output5,output6,0
3680,output5,output7,0
3680,output6,output7,2
3715,output1,output2,0
3715,output1,output3,0
3715,output1,output4,2
3715,output1,output5,0
3715,output1,output6,2
3715,output1,output7,0
3715,output2,output3,0
3715,output2,output4,2
3715,output2,output5,2
3715,output2,output6,2
3715,output2,output7,0
3715,output3,output4,0
3715,output3,output5,0
3715,output3,output6,1
3715,output3,output7,1
3715,output4,output5,0
3715,output4,output6,0
3715,output4,output7,2
3715,output5,output6,0
3715,output5,output7,2
3715,output6,output7,1
3764,output1,output2,0
3764,output1,output3,0
3764,output1,output4,2
3764,output1,output5,1
3764,output1,output6,0
3764,output1,output7,1
3764,output2,output3,0
3764,output2,output4,1
3764,output2,output5,1
3764,output2,output6,0
3764,output2,output7,0
3764,output3,output4,2
3764,output3,output5,0
3764,output3,output6,0
3764,output3,output7,0
3764,output4,output5,1
3764,output4,output6,0
3764,output4,output7,1
3764,output5,output6,0
3764,output5,output7,0
3764,output6,output7,0
3787,output1,output2,1
3787,output1,output3,2
3787,output1,output4,0
3787,output1,output5,0
3787,output1,output6,0
3787,output1,output7,2
3787,output2,output3,2
3787,output2,output4,2
3787,output2,output5,0
3787,output2,output6,0
3787,output2,output7,0
3787,output3,output4,0
3787,output3,output5,0
3787,output3,output6,0
3787,output3,output7,0
3787,output4,output5,0
3787,output4,output6,0
3787,output4,output7,0
3787,output5,output6,0
3787,output5,output7,0
3787,output6,output7,0
4140,output1,output2,0
4140,output1,output3,0
4140,output1,output4,0
4140,output1,output5,0
4140,output1,output6,0
4140,output1,output7,0
4140,output2,output3,0
4140,output2,output4,1
4140,output2,output5,1
4140,output2,output6,1
4140,output2,output7,1
4140,output3,output4,0
4140,output3,output5,0
4140,output3,output6,2
4140,output3,output7,0
4140,output4,output5,1
4140,output4,output6,0
4140,output4,output7,1
4140,output5,output6,2
4140,output5,output7,0
4140,output6,output7,1
4376,output1,output2,2
4376,output1,output3,0
4376,output1,output4,0
4376,output1,output5,0
4376,output1,output6,0
4376,output1,output7,0
4376,output2,output3,0
4376,output2,output4,0
4376,output2,output5,0
4376,output2,output6,0
4376,output2,output7,0
4376,output3,output4,0
4376,output3,output5,0
4376,output3,output6,0
4376,output3,output7,0
4376,output4,output5,0
4376,output4,output6,0
4376,output4,output7,0
4376,output5,output6,0
4376,output5,output7,0
4376,output6,output7,1
4393,output1,output2,0
4393,output1,output3,0
4393,output1,output4,1
4393,output1,output5,0
4393,output1,output6,0
4393,output1,output7,0
4393,output2,output3,0
4393,output2,output4,0
4393,output2,output5,0
4393,output2,output6,0
4393,output2,output7,0
4393,output3,output4,0
4393,output3,output5,1
4393,output3,output6,0
4393,output3,output7,0
4393,output4,output5,1
4393,output4,output6,0
4393,output4,output7,0
4393,output5,output6,0
4393,output5,output7,0
4393,output6,output7,0
4465,output1,output2,0
4465,output1,output3,2
4465,output1,output4,1
4465,output1,output5,0
4465,output1,output6,0
4465,output1,output7,2
4465,output2,output3,0
4465,output2,output4,0
4465,output2,output5,0
4465,output2,output6,0
4465,output2,output7,0
4465,output3,output4,0
4465,output3,output5,0
4465,output3,output6,0
4465,output3,output7,0
4465,output4,output5,0
4465,output4,output6,0
4465,output4,output7,1
4465,output5,output6,2
4465,output5,output7,0
4465,output6,output7,0
4468,output1,output2,2
4468,output1,output3,0
4468,output1,output4,1
4468,output1,output5,1
4468,output1,output6,1
4468,output1,output7,2
4468,output2,output3,2
4468,output2,output4,2
4468,output2,output5,1
4468,output2,output6,1
4468,output2,output7,0
4468,output3,output4,2
4468,output3,output5,1
4468,output3,output6,1
4468,output3,output7,0
4468,output4,output5,1
4468,output4,output6,1
4468,output4,output7,1
4468,output5,output6,2
4468,output5,output7,2
4468,output6,output7,2
4523,output1,output2,0
4523,output1,output3,1
4523,output1,output4,1
4523,output1,output5,0
4523,output1,output6,0
4523,output1,output7,0
4523,output2,output3,1
4523,output2,output4,0
4523,output2,output5,0
4523,output2,output6,2
4523,output2,output7,0
4523,output3,output4,0
4523,output3,output5,1
4523,output3,output6,0
4523,output3,output7,1
4523,output4,output5,2
4523,output4,output6,0
4523,output4,output7,0
4523,output5,output6,0
4523,output5,output7,0
4523,output6,output7,2
4563,output1,output2,0
4563,output1,output3,1
4563,output1,output4,1
4563,output1,output5,0
4563,output1,output6,1
4563,output1,output7,1
4563,output2,output3,1
4563,output2,output4,1
4563,output2,output5,1
4563,output2,output6,1
4563,output2,output7,1
4563,output3,output4,1
4563,output3,output5,1
4563,output3,output6,1
4563,output3,output7,1
4563,output4,output5,1
4563,output4,output6,1
4563,output4,output7,1
4563,output5,output6,1
4563,output5,output7,1
4563,output6,output7,1
4598,output1,output2,0
4598,output1,output3,0
4598,output1,output4,0
4598,output1,output5,0
4598,output1,output6,0
4598,output1,output7,0
4598,output2,output3,0
4598,output2,output4,0
4598,output2,output5,0
4598,output2,output6,0
4598,output2,output7,0
4598,output3,output4,0
4598,output3,output5,0
4598,output3,output6,0
4598,output3,output7,2
4598,output4,output5,2
4598,output4,output6,0
4598,output4,output7,0
4598,output5,output6,0
4598,output5,output7,0
4598,output6,output7,0
4647,output1,output2,0
4647,output1,output3,0
4647,output1,output4,2
4647,output1,output5,0
4647,output1,output6,0
4647,output1,output7,2
4647,output2,output3,0
4647,output2,output4,0
4647,output2,output5,2
4647,output2,output6,2
4647,output2,output7,0
4647,output3,output4,0
4647,output3,output5,0
4647,output3,output6,0
4647,output3,output7,2
4647,output4,output5,0
4647,output4,output6,2
4647,output4,output7,0
4647,output5,output6,0
4647,output5,output7,0
4647,output6,output7,0
4730,output1,output2,0
4730,output1,output3,0
4730,output1,output4,1
4730,output1,output5,0
4730,output1,output6,0
4730,output1,output7,1
4730,output2,output3,0
4730,output2,output4,0
4730,output2,output5,0
4730,output2,output6,0
4730,output2,output7,0
4730,output3,output4,0
4730,output3,output5,0
4730,output3,output6,0
4730,output3,output7,1
4730,output4,output5,0
4730,output4,output6,0
4730,output4,output7,0
4730,output5,output6,0
4730,output5,output7,0
4730,output6,output7,0
4828,output1,output2,2
4828,output1,output3,0
4828,output1,output4,2
4828,output1,output5,2
4828,output1,output6,2
4828,output1,output7,2
4828,output2,output3,2
4828,output2,output4,0
4828,output2,output5,0
4828,output2,output6,0
4828,output2,output7,0
4828,output3,output4,0
4828,output3,output5,0
4828,output3,output6,0
4828,output3,output7,0
4828,output4,output5,0
4828,output4,output6,1
4828,output4,output7,0
4828,output5,output6,0
4828,output5,output7,0
4828,output6,output7,0
4838,output1,output2,0
4838,output1,output3,0
4838,output1,output4,0
4838,output1,output5,0
4838,output1,output6,0
4838,output1,output7,1
4838,output2,output3,0
4838,output2,output4,1
4838,output2,output5,1
4838,output2,output6,0
4838,output2,output7,0
4838,output3,output4,0
4838,output3,output5,0
4838,output3,output6,0
4838,output3,output7,0
4838,output4,output5,0
4838,output4,output6,0
4838,output4,output7,2
4838,output5,output6,0
4838,output5,output7,0
4838,output6,output7,2
4932,output1,output2,2
4932,output1,output3,0
4932,output1,output4,0
4932,output1,output5,2
4932,output1,output6,0
4932,output1,output7,2
4932,output2,output3,0
4932,output2,output4,1
4932,output2,output5,0
4932,output2,output6,2
4932,output2,output7,0
4932,output3,output4,0
4932,output3,output5,0
4932,output3,output6,0
4932,output3,output7,0
4932,output4,output5,0
4932,output4,output6,0
4932,output4,output7,0
4932,output5,output6,0
4932,output5,output7,0
4932,output6,output7,0
4946,output1,output2,0
4946,output1,output3,0
4946,output1,output4,1
4946,output1,output5,1
4946,output1,output6,0
4946,output1,output7,0
4946,output2,output3,2
4946,output2,output4,1
4946,output2,output5,0
4946,output2,output6,2
4946,output2,output7,2
4946,output3,output4,2
4946,output3,output5,1
4946,output3,output6,2
4946,output3,output7,2
4946,output4,output5,0
4946,output4,output6,2
4946,output4,output7,2
4946,output5,output6,2
4946,output5,output7,0
4946,output6,output7,1
4991,output1,output2,2
4991,output1,output3,0
4991,output1,output4,1
4991,output1,output5,1
4991,output1,output6,0
4991,output1,output7,1
4991,output2,output3,0
4991,output2,output4,0
4991,output2,output5,1
4991,output2,output6,1
4991,output2,output7,0
4991,output3,output4,2
4991,output3,output5,1
4991,output3,output6,0
4991,output3,output7,0
4991,output4,output5,1
4991,output4,output6,0
4991,output4,output7,2
4991,output5,output6,1
4991,output5,output7,2
4991,output6,output7,2
5067,output1,output2,1
5067,output1,output3,1
5067,output1,output4,1
5067,output1,output5,1
5067,output1,output6,0
5067,output1,output7,1
5067,output2,output3,0
5067,output2,output4,0
5067,output2,output5,0
5067,output2,output6,0
5067,output2,output7,1
5067,output3,output4,2
5067,output3,output5,0
5067,output3,output6,0
5067,output3,output7,2
5067,output4,output5,0
5067,output4,output6,0
5067,output4,output7,1
5067,output5,output6,0
5067,output5,output7,1
5067,output6,output7,1
5150,output1,output2,0
5150,output1,output3,0
5150,output1,output4,0
5150,output1,output5,0
5150,output1,output6,0
5150,output1,output7,0
5150,output2,output3,0
5150,output2,output4,0
5150,output2,output5,0
5150,output2,output6,0
5150,output2,output7,0
5150,output3,output4,0
5150,output3,output5,1
5150,output3,output6,0
5150,output3,output7,0
5150,output4,output5,0
5150,output4,output6,0
5150,output4,output7,0
5150,output5,output6,0
5150,output5,output7,0
5150,output6,output7,2
5202,output1,output2,2
5202,output1,output3,0
5202,output1,output4,2
5202,output1,output5,0
5202,output1,output6,0
5202,output1,output7,0
5202,output2,output3,0
5202,output2,output4,0
5202,output2,output5,0
5202,output2,output6,0
5202,output2,output7,0
5202,output3,output4,0
5202,output3,output5,2
5202,output3,output6,0
5202,output3,output7,2
5202,output4,output5,1
5202,output4,output6,0
5202,output4,output7,0
5202,output5,output6,0
5202,output5,output7,2
5202,output6,output7,0
5208,output1,output2,2
5208,output1,output3,2
5208,output1,output4,0
5208,output1,output5,1
5208,output1,output6,2
5208,output1,output7,0
5208,output2,output3,1
5208,output2,output4,1
5208,output2,output5,1
5208,output2,output6,1
5208,output2,output7,1
5208,output3,output4,2
5208,output3,output5,2
5208,output3,output6,2
5208,output3,output7,1
5208,output4,output5,1
5208,output4,output6,1
5208,output4,output7,1
5208,output5,output6,2
5208,output5,output7,2
5208,output6,output7,1
5239,output1,output2,0
5239,output1,output3,1
5239,output1,output4,0
5239,output1,output5,0
5239,output1,output6,0
5239,output1,output7,0
5239,output2,output3,0
5239,output2,output4,0
5239,output2,output5,0
5239,output2,output6,0
5239,output2,output7,0
5239,output3,output4,0
5239,output3,output5,0
5239,output3,output6,0
5239,output3,output7,0
5239,output4,output5,0
5239,output4,output6,0
5239,output4,output7,0
5239,output5,output6,2
5239,output5,output7,0
5239,output6,output7,0
5243,output1,output2,0
5243,output1,output3,0
5243,output1,output4,0
5243,output1,output5,0
5243,output1,output6,0
5243,output1,output7,0
5243,output2,output3,0
5243,output2,output4,0
5243,output2,output5,1
5243,output2,output6,0
5243,output2,output7,2
5243,output3,output4,0
5243,output3,output5,0
5243,output3,output6,0
5243,output3,output7,0
5243,output4,output5,0
5243,output4,output6,0
5243,output4,output7,0
5243,output5,output6,0
5243,output5,output7,0
5243,output6,output7,0
5309,output1,output2,2
5309,output1,output3,0
5309,output1,output4,1
5309,output1,output5,0
5309,output1,output6,1
5309,output1,output7,2
5309,output2,output3,0
5309,output2,output4,0
5309,output2,output5,1
5309,output2,output6,1
5309,output2,output7,1
5309,output3,output4,1
5309,output3,output5,1
5309,output3,output6,1
5309,output3,output7,0
5309,output4,output5,0
5309,output4,output6,2
5309,output4,output7,1
5309,output5,output6,2
5309,output5,output7,1
5309,output6,output7,1
5324,output1,output2,0
5324,output1,output3,2
5324,output1,output4,0
5324,output1,output5,0
5324,output1,output6,2
5324,output1,output7,0
5324,output2,output3,0
5324,output2,output4,0
5324,output2,output5,0
5324,output2,output6,0
5324,output2,output7,2
5324,output3,output4,0
5324,output3,output5,0
5324,output3,output6,0
5324,output3,output7,0
5324,output4,output5,2
5324,output4,output6,0
5324,output4,output7,2
5324,output5,output6,0
5324,output5,output7,0
5324,output6,output7,0
5418,output1,output2,0
5418,output1,output3,0
5418,output1,output4,0
5418,output1,output5,0
5418,output1,output6,2
5418,output1,output7,0
5418,output2,output3,0
5418,output2,output4,2
5418,output2,output5,0
5418,output2,output6,0
5418,output2,output7,0
5418,output3,output4,1
5418,output3,output5,1
5418,output3,output6,1
5418,output3,output7,2
5418,output4,output5,0
5418,output4,output6,0
5418,output4,output7,1
5418,output5,output6,0
5418,output5,output7,0
5418,output6,output7,0
