Q_ID,Question,Reference Answer,Answer
4875,"Doctor, I have a mass on my neck that seems to be getting bigger. Also, the skin over it looks abnormal and swollen with some moles. What might be going on?","1. **Most Likely Disease:** Viral warts. This is because the provided symptoms (mass on the neck getting bigger, abnormal skin, swelling, and moles) align well with the symptoms listed for Viral warts in the table: ['Skin lesion', 'Skin growth', 'Abnormal appearing skin', 'Skin moles', 'Skin swelling']. Von Hippel-Lindau disease shares the 'Abnormal appearing skin' and 'Excessive growth', but the presence of moles makes Viral warts a more probable match.

2. **Recommended Medication(s):**
    *   Imiquimod Topical
    *   Salicylic Acid Topical
    *   Tretinoin Topical
    *   Podofilox Topical
    *   Trichloroacetic Acid Topical
    *   Cimetidine
    *   Acetic Acid Topical
    *   Tazarotene Topical
    *   Econazole Topical
    *   Candida Albicans Extract
    *   Podophyllum Resin Topical

3. **Suggested Medical Test(s):**
    *   Complete physical skin exam performed (ML)
    *   Excision (Removal)
    *   Excision of skin lesion
    *   Biopsy","**\n\n1. **Most Likely Disease:**\n\nBased on the symptoms (neck mass increasing in size, abnormal and swollen skin over the mass, presence of moles),  the most likely possibility, though requiring further investigation to rule out others, is a **viral wart with secondary inflammation**.  The presence of a mass, skin changes and moles points towards a skin condition potentially involving a viral infection.  However, other conditions, even serious ones, must be ruled out.\n\n2. **Recommended Medication(s):**\n\nGiven the suspicion of a viral wart, topical treatments would be considered first:\n\n* **Salicylic acid:** A topical keratolytic agent to help remove the wart.\n* **Imiquimod:**  An immune response modifier cream used for certain warts.\n* **Cryotherapy (freezing):**  A procedure to freeze and destroy the wart tissue.\n\nIf secondary infection (cellulitis) is suspected,  oral antibiotics would likely be prescribed after appropriate culture and sensitivity testing.  Pain relief medication like ibuprofen or acetaminophen might also be recommended to manage any discomfort.\n\n3. **Suggested Medical Test(s):**\n\n* **Physical Examination:** A thorough examination of the neck mass, noting size, texture, consistency, and the skin changes.\n* **Biopsy:**  A small tissue sample taken from the mass for pathological examination under a microscope. This is crucial to determine if the mass is benign or malignant.\n* **Complete Blood Count (CBC):**  To assess for any signs of infection or inflammation.\n* **Culture and Sensitivity:** If an infection is suspected, a sample might be taken for microbiological culture to identify the specific pathogen and determine antibiotic susceptibility.\n* **Imaging Studies (Ultrasound or CT scan):**  To further visualize the mass and assess its extent.\n\n**"
557,"Doctor, I think I have Malaria.","Since there is no table provided, I will answer based on the patient's statement ""Doctor, I think I have Malaria"" and my general medical knowledge.

1.  **Most Likely Disease:** Possible malaria infection. The patient suspects malaria, which warrants investigation. It is important to consider malaria as a possibility based on travel history to endemic regions or other exposure risks. However, other illnesses with similar symptoms should also be considered until malaria can be confirmed or ruled out.

2.  **Recommended Medication(s):**
    *   Artemether/Lumefantrine
    *   Quinine
    *   Mefloquine
    *   Atovaquone/Proguanil
    *   Doxycycline
    *   Primaquine

3.  **Suggested Medical Test(s):**
    *   Malaria Blood Smear (Microscopy)
    *   Rapid Diagnostic Test (RDT) for Malaria
    *   Complete Blood Count (CBC)
    *   Liver Function Tests (LFTs)
    *   Renal Function Tests","\n\n1. **Most Likely Disease:**\nThe provided information does not indicate that the patient has malaria.  The knowledge graph focuses on Dengue fever.  Based solely on the patient's statement (\""I think I have Malaria\""), and lacking further symptoms, a definitive diagnosis cannot be made.  More information is needed.\n\n\n2. **Recommended Medication(s):**\nBecause a diagnosis is not possible with the current information, I cannot recommend any medications.  Self-medicating for suspected malaria can be extremely dangerous.\n\n\n3. **Suggested Medical Test(s):**\nTo determine if the patient has malaria, a blood smear test is crucial. This test identifies the presence of malarial parasites in the blood.  Other tests might be needed depending on the results of the blood smear.\n\n\n"
1927,"Doctor, I have these weird skin moles on my fingers and feet that are really bothering me. What could it be?","1. **Most Likely Disease:**
Viral warts. The table directly links ""Skin moles"" as a symptom to ""Viral warts"".

2. **Recommended Medication(s):**
Salicylic Acid Topical

3. **Suggested Medical Test(s):**
Complete physical skin exam performed (ML)","**\n\n1. **Most Likely Disease:**  The provided text mentions skin moles as the primary symptom.  However, none of the \""Path Evidence\"" statements link skin moles directly to a single, definitive diagnosis. The paths connect skin moles to Osteochondrosis, a condition affecting bones and cartilage, primarily in the spine.  The connection is weak and indirect, relying on shared possible testing methods (X-rays, physical therapy).  Therefore, based solely on the provided information, it is impossible to determine a *most likely disease* from the given knowledge graph.  The patient's symptoms require further investigation to establish a diagnosis.\n\n2. **Recommended Medication(s):**  Because no specific disease can be diagnosed from the provided information, recommending medication would be irresponsible and potentially harmful.\n\n3. **Suggested Medical Test(s):**  A thorough dermatological examination is necessary to properly assess the skin moles.  This would involve a visual inspection and potentially a biopsy to determine the nature of the moles (benign, precancerous, or cancerous). Depending on the findings, additional tests (such as imaging tests to rule out osteochondrosis or other musculoskeletal issues if the moles are accompanied by pain or other symptoms not described) might be needed.\n\n\n**"
3308,"Hi doctor, I have a lesion on my eyelid and a mass as well. Also, I am experiencing some symptoms in my eyes like diminished vision and pain. What could be wrong?","1. **Most Likely Disease:**
Chalazion. This is because the patient presents with a lesion on the eyelid, a mass on the eyelid, diminished vision, and pain in the eye, all of which are listed symptoms for Chalazion.

2. **Recommended Medication(s):**
* Dexamethasone-Tobramycin Ophthalmic
* Erythromycin
* Erythromycin Ophthalmic
* Triamcinolone Topical Product
* Gentamicin Ophthalmic
* Loteprednol-Tobramycin Ophthalmic
* Cefaclor (Ceclor)
* Tobramycin Ophthalmic

3. **Suggested Medical Test(s):**
* Excision (Removal)
* Other therapeutic procedures on eyelids; conjunctiva; cornea
* Ophthalmic examination and evaluation (Eye exam)","**\n\n1. **Most Likely Disease:** Chalazion.  The patient presents with an eyelid lesion, a mass on the eyelid, diminished vision, and pain in the eye.  All of these symptoms are frequently associated with a chalazion, a common, generally benign inflammatory condition of the eyelid. While other conditions listed in the provided data could also contribute to some of these symptoms, a chalazion is the most likely diagnosis based on the combination of symptoms presented.\n\n2. **Recommended Medication(s):** Warm compresses applied several times a day can help to reduce swelling and inflammation.  In some cases, topical antibiotics may be prescribed to prevent or treat secondary infection.  If the chalazion is large or persistent, a minor surgical procedure to drain the cyst might be recommended.  Steroid injections are sometimes used to reduce inflammation rapidly.\n\n3. **Suggested Medical Test(s):** A thorough ophthalmologic examination is essential.  This would typically include a visual acuity test to assess the extent of vision impairment, and a slit-lamp examination to visualize the eyelid lesion and mass, and to rule out other conditions.  Imaging tests (such as ultrasound) are rarely needed for chalazia but might be considered if there is uncertainty about the diagnosis.\n\n\n\n**"
983,"Hi doctor, I think I dislocated my patella, it's really painful.","1. **Most Likely Disease:** Injury to the knee. Knee pain is a symptom associated with knee injuries. Given the patient suspects a patellar dislocation, some form of knee injury is the most likely possibility.

2. **Recommended Medication(s):**
    *   Chondroitin-Glucosamine

3. **Suggested Medical Test(s):**
    *   Radiographic imaging procedure","\n\n1. **Most Likely Disease:** Patellar dislocation. The patient explicitly states \""I think I dislocated my patella,\"" and reports significant pain, which is a hallmark symptom of this condition.\n\n2. **Recommended Medication(s):**  Pain relief is paramount.  Nonsteroidal anti-inflammatory drugs (NSAIDs) like ibuprofen or naproxen can help manage pain and inflammation.  In some cases, stronger pain medications like opioids might be necessary for short-term relief, especially immediately after the dislocation. Muscle relaxants may also be prescribed to help reduce muscle spasms that often accompany patellar dislocation.\n\n3. **Suggested Medical Test(s):** A physical examination is crucial to assess the knee and confirm the dislocation.  Imaging studies are essential for diagnosis and ruling out other injuries. X-rays will show the position of the patella relative to the femur. An MRI might be used to assess the extent of any associated soft tissue damage (ligaments, cartilage).\n\n\n"
4667,"Doctor, I've been having unpredictable menstruation for some time now. I also experience vaginal itching, and when I have my periods, they last unusually longer than before. But then I also have this problem of completely missing my period for a couple of months.","1. **Most Likely Disease:** Uterine fibroids OR Idiopathic nonmenstrual bleeding. Both diseases present with unpredictable menstruation and long menstrual periods. The additional symptom of vaginal itching/discharge (though the question only mentions itching, the table links discharge to both conditions) further supports these possibilities. Differentiating between these two would likely require further testing.

2. **Recommended Medication(s):**
    *   Medroxyprogesterone

3. **Suggested Medical Test(s):**
    *   Pelvis exam","**\n\n1. **Most Likely Disease:**  Idiopathic Nonmenstrual Bleeding. The patient presents with unpredictable menstruation, prolonged menstrual periods, and periods missed for several months.  These symptoms strongly align with the definition of Idiopathic Nonmenstrual Bleeding, which describes irregular bleeding with no identifiable cause. While other conditions like uterine fibroids and vaginitis are mentioned in the evidence, the core symptom of missing periods for a couple of months points more directly to Idiopathic Nonmenstrual Bleeding.\n\n2. **Recommended Medication(s):**  Treatment for Idiopathic Nonmenstrual Bleeding depends on the underlying cause, which needs to be investigated.  Medications might include hormonal birth control (pills, patch, or IUD) to regulate the cycle, tranexamic acid to reduce bleeding, or other medications to address any identified underlying conditions. In some cases, surgery may be necessary.  It's crucial to note that I cannot prescribe medication; a proper diagnosis and prescription must come from a qualified physician.\n\n3. **Suggested Medical Test(s):**  A pelvic exam is mentioned in the evidence.  Further tests could include:\n    * **Transvaginal Ultrasound:** To visualize the uterus and ovaries to rule out structural issues like fibroids, polyps, or cysts.\n    * **Blood Tests:** To check hormone levels (e.g., thyroid hormones, FSH, LH, prolactin) which can influence menstruation.\n    * **Endometrial Biopsy:** To examine a sample of the uterine lining to rule out endometrial cancer or hyperplasia.\n    * **Hysteroscopy:** A procedure using a thin scope to examine the inside of the uterus.\n\n\n**"
2017,"Doctor, I have been experiencing some congestion in my chest along with facial pain and frontal headache. What could be the problem?","1. **Most Likely Disease:**

Acute sinusitis. The symptoms of nasal congestion, headache, frontal headache, and facial pain align perfectly with the symptoms listed for acute sinusitis in the provided data. While chronic sinusitis also includes these symptoms, the initial presentation suggests an acute rather than chronic condition.

2. **Recommended Medication(s):**

Amoxicillin
Augmentin
Guaifenesin (Mucinex)
Clarithromycin
Cefdinir
Pseudoephedrine (Pcm-La)
Cefuroxime
Robitussin Ac
Oxymetazoline Nasal
Triamcinolone Nasal Product

3. **Suggested Medical Test(s):**

CAT scan of head (Head ct)","\n1. **Most Likely Disease:** Acute Sinusitis.  The combination of chest congestion, facial pain, and frontal headache strongly suggests sinusitis. While chronic sinusitis is possible, the acute presentation seems more likely given the lack of information suggesting a prolonged duration.\n\n2. **Recommended Medication(s):**\n    * Saline nasal spray: To help rinse nasal passages and thin mucus.\n    * Decongestants (oral or nasal):  To temporarily relieve congestion, but should be used cautiously and for a limited time to avoid rebound congestion.  Examples include pseudoephedrine or phenylephrine (oral) or oxymetazoline/phenylephrine (nasal).\n    * Over-the-counter pain relievers:  Such as acetaminophen or ibuprofen to manage headache and facial pain.\n    * In some cases, a doctor might prescribe antibiotics if a bacterial infection is suspected, although viral sinusitis is more common.\n\n\n3. **Suggested Medical Test(s):**\n    * Physical examination: To assess the nasal passages and sinuses for signs of inflammation or infection.\n    * Sinus X-ray or CT scan: To visualize the sinuses and identify any abnormalities like fluid buildup or inflammation.  Generally, these are only ordered if symptoms are severe or don't improve with treatment.\n\n\n"
4743,"I have been feeling very low lately. I think I might have depression. And my self-esteem is at an all-time low. Also, I noticed pus in my urine, and I have been having cramps or spasms in my elbow.","Based on the provided table:

1. **Most Likely Disease:** Panic Disorder. This is because the table lists ""Depression"" and ""Depressive or psychotic symptoms"" as symptoms of panic disorder, and also includes potential treatments and medical tests for it. While other conditions include ""Depression"" as a symptom, Panic Disorder is the only one that lists ""Depression"" along with treatments and tests. The other conditions listed address only one symptom each. The pus in the urine and elbow pain are not addressed well by the table.

2. **Recommended Medication(s):**
   * Paroxetine (Paxil)
   * Venlafaxine (Effexor)
   * Mirtazapine
   * Buspirone (Buspar)
   * Fluvoxamine (Luvox)
   * Imipramine
   * Desvenlafaxine (Pristiq)
   * Clomipramine

3. **Suggested Medical Test(s):**
   * Depression screen (Depression screening)
   * Psychological and psychiatric evaluation and therapy","\n\n1. **Most Likely Disease:**\n\nBased on the presented symptoms, the most likely diagnosis is a urinary tract infection (UTI) with a possible concurrent musculoskeletal issue.  The pus in the urine strongly suggests a UTI.  The elbow cramps could be unrelated or related to stress associated with the UTI and/or depression. Depression and low self-esteem are also significant, requiring separate consideration.\n\n\n2. **Recommended Medication(s):**\n\n* **For UTI:**  A course of antibiotics such as nitrofurantoin, trimethoprim-sulfamethoxazole (TMP-SMX), or ciprofloxacin would be appropriate.  The specific antibiotic will depend on the results of a urine culture.\n* **For Elbow Cramps:**  Over-the-counter pain relievers like ibuprofen or naproxen might help manage the pain. If the pain is severe or persistent, a muscle relaxant might be considered.  Further evaluation is needed to rule out other causes of elbow pain.\n* **For Depression:**  Antidepressant medication, such as selective serotonin reuptake inhibitors (SSRIs) like sertraline or fluoxetine, or other classes of antidepressants depending on individual needs, should be considered in consultation with a psychiatrist or other mental health professional.  Therapy is also highly recommended as a crucial component of depression treatment.\n\n3. **Suggested Medical Test(s):**\n\n* **Urine Culture and Sensitivity:** This test will identify the bacteria causing the UTI and determine the most effective antibiotic.\n* **Complete Blood Count (CBC):**  To check for signs of infection (elevated white blood cell count).\n* **Urinalysis:** A more basic test to examine the urine for abnormalities beyond pus.\n* **X-ray or MRI of the Elbow:** To rule out any underlying structural problems in the elbow, such as fractures, arthritis, or tendonitis. Possibly an EMG/nerve conduction studies.\n* **Mental health assessment:** A thorough evaluation by a mental health professional to assess the severity of depression and determine the most appropriate treatment plan, including therapy and/or medication.\n\n\n"
4871,"Doctor, I've been experiencing dizziness, paresthesia, arm weakness, back pain, and disturbance of memory. What could be wrong with me?","Here's an analysis of the patient's symptoms based on the provided table:

1.  **Most Likely Disease:**

Transient ischemic attack. This is because the patient presents with dizziness, paresthesia, arm weakness, back pain, and disturbance of memory, which are all listed symptoms of Transient ischemic attack in the table. Other possible conditions such as Stroke, Intracranial hemorrhage, Subdural hemorrhage, Normal pressure hydrocephalus and Nonalcoholic liver disease (NASH) also covers some symptoms.

2.  **Recommended Medication(s):**

*   Clopidogrel (Plavix)
*   Deferasirox (Exjade)
*   Bethanechol
*   Dipyridamole
*   Gadopentetate Dimeglumine (Magnevist)
*   Bivalirudin

3.  **Suggested Medical Test(s):**

*   Radiographic imaging procedure
*   Hematologic tests (Blood test)
*   Complete blood count (Cbc)
*   X-ray computed tomography (Scan ct)
*   Electrocardiogram
*   Kidney function tests (Kidney function test)
*   Glucose measurement (Glucose level)","\n1. **Most Likely Disease:** Transient Ischemic Attack (TIA)\n\nBased on the combination of dizziness, paresthesia, arm weakness, back pain, and memory disturbance, a Transient Ischemic Attack (TIA), also known as a mini-stroke, is a strong possibility.  While other conditions mentioned (Volvulus, Thoracic Aortic Aneurysm, etc.) can cause some overlapping symptoms, the cluster of neurological symptoms (dizziness, paresthesia, arm weakness, memory disturbance) points most strongly towards a TIA.  It's crucial to note that this is a preliminary assessment based on limited information.\n\n\n2. **Recommended Medication(s):**\n\nThere's no \""cure\"" for a TIA as it's a temporary interruption of blood flow. Treatment focuses on preventing future, more serious strokes.  Possible medications include:\n\n* **Antiplatelet agents:** Aspirin is commonly used to reduce blood clotting. Other options like clopidogrel may be considered.\n* **Anticoagulants:**  In certain cases, anticoagulants like warfarin or newer direct oral anticoagulants (DOACs) might be prescribed if a specific clotting condition is identified.\n* **Blood pressure medications:** If hypertension is a contributing factor, medications to control blood pressure will be essential.\n* **Statins:** To lower cholesterol levels and reduce plaque buildup in arteries.\n\n\n3. **Suggested Medical Test(s):**\n\nTo confirm or rule out a TIA and identify the underlying cause, the following tests are crucial:\n\n* **Neurological examination:**  A thorough assessment by a neurologist to evaluate neurological function and identify deficits.\n* **Brain MRI/CT scan:** To visualize brain structures and detect any signs of stroke, such as infarction or hemorrhage.\n* **Carotid ultrasound:**  To assess the carotid arteries for stenosis (narrowing) or plaque buildup, which could be causing reduced blood flow to the brain.\n* **Echocardiogram:** To examine the heart for potential sources of emboli (blood clots) that might have caused the TIA.\n* **Blood tests:** To evaluate blood clotting factors, cholesterol levels, and other relevant parameters.\n\n\n\n"
326,"Doctor, I've been experiencing intense pain on one side of my throat, difficulty swallowing and a high fever.","1. **Most Likely Disease:** Cellulitis or abscess of mouth. This is based on the combination of intense unilateral throat pain, difficulty swallowing, and high fever, aligning with the symptoms associated with a mouth infection and/or abscess formation.

2. **Recommended Medication(s):**
*   Clindamycin
*   Amoxicillin
*   Augmentin
*   Meloxicam

3. **Suggested Medical Test(s):**
*   Complete physical skin exam performed (ML)
*   Other diagnostic procedures (interview; evaluation; consultation)
*   Radiographic imaging procedure
*   Plain x-ray (X ray)","**\n\n1. **Most Likely Disease:**\nBased on the presented symptoms (intense pain on one side of the throat, difficulty swallowing, and high fever), the most likely disease is **acute tonsillitis** or a **peritonsillar abscess**.  The unilateral throat pain, difficulty swallowing (dysphagia), and high fever strongly suggest an infection localized in the tonsils or surrounding tissues.  While other conditions listed in the path evidence are possible, they are less likely given the prominent throat pain and dysphagia.\n\n2. **Recommended Medication(s):**\n* **Antibiotics:**  Broad-spectrum antibiotics like amoxicillin-clavulanate are often the first line of treatment for bacterial tonsillitis.  The choice of antibiotic may be adjusted based on culture results.\n* **Analgesics:**  Pain relievers such as acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) can help manage pain and fever.\n* **Throat lozenges or sprays:**  These can provide temporary relief from throat discomfort.\n* **Fluid intake:**  Increased fluid intake is essential to prevent dehydration, which is common with fever and sore throat.\n\n3. **Suggested Medical Test(s):**\n* **Physical examination:** A thorough examination of the throat will look for inflammation, redness, swelling, and the presence of exudates (pus) on the tonsils.\n* **Throat culture:** A sample from the throat will be taken to identify the specific bacteria causing the infection and determine the appropriate antibiotic.\n* **Complete blood count (CBC):** This will check for signs of infection (elevated white blood cell count).\n* **Imaging (if indicated):**  In cases of suspected peritonsillar abscess, an ultrasound or CT scan might be ordered to visualize the abscess.\n\n\n**"
5074,"Hi Doctor, my hand hurts a lot and the skin on my arm and hand looks infected.","1. **Most Likely Disease:**
Thrombophlebitis. The symptoms of ""hand hurts a lot"" (interpreting as hand pain) and ""skin on arm and hand looks infected"" align with the listed symptoms for Thrombophlebitis, which includes ""Arm pain"" and ""Skin on leg or foot looks infected."" While other conditions involve hand or arm pain, the added symptom of potentially infected skin makes thrombophlebitis a more probable diagnosis based on the provided table.

2. **Recommended Medication(s):**
*No medications are listed for Thrombophlebitis in the table.*

3. **Suggested Medical Test(s):**
*No medical tests are listed for Thrombophlebitis in the table.*","**\n\n1. **Most Likely Disease:** Cellulitis.  The patient presents with hand pain and infected-looking skin on the arm and hand.  Cellulitis is a bacterial skin infection characterized by redness, swelling, pain, and warmth in the affected area.\n\n2. **Recommended Medication(s):**  Oral antibiotics (e.g., cephalexin, dicloxacillin, or clindamycin) are typically prescribed for cellulitis.  In severe cases, intravenous antibiotics may be necessary. Pain relievers like ibuprofen or acetaminophen can help manage pain and fever.\n\n3. **Suggested Medical Test(s):** A physical examination is crucial.  A blood culture might be ordered to identify the specific bacteria causing the infection.  In some cases, a wound culture from the infected area may be taken to guide antibiotic selection.  Imaging studies (e.g., ultrasound) may be used to rule out deeper infections.\n\n\n**"
672,"Doctor, I have been experiencing painful sores in my nose and mouth. My throat is also sore and it's difficult to swallow sometimes. What do you think is wrong?","1. **Most Likely Disease:** Nonalcoholic liver disease (NASH). This is because the patient presents with both mouth sores and difficulty swallowing, aligning with the symptoms listed for NASH in the provided table. While other conditions have overlapping symptoms, NASH is the only one that accounts for both the oral and swallowing complaints.

2. **Recommended Medication(s):**
    *  None listed in the table.

3. **Suggested Medical Test(s):**
    * None listed in the table.","**\n\n1. **Most Likely Disease:** Acute sinusitis.  The patient presents with painful sores in the nose and mouth, a sore throat, and difficulty swallowing. These symptoms strongly suggest inflammation of the sinuses, which is a hallmark of acute sinusitis.  While other conditions are possible, acute sinusitis is the most likely given the combination of symptoms.\n\n2. **Recommended Medication(s):**\n    * **Saline nasal spray:** To help rinse nasal passages and clear mucus.\n    * **Decongestants (oral or nasal):**  To reduce swelling and improve nasal breathing.  (Use cautiously and for short durations to avoid rebound congestion).\n    * **Pain relievers:**  Over-the-counter pain relievers like ibuprofen or acetaminophen to manage pain and fever.\n    * **Antibiotics:**  If the sinusitis is bacterial in origin (determined by doctor assessment), antibiotics may be prescribed.\n\n3. **Suggested Medical Test(s):**\n    * **Physical Examination:**  A thorough examination of the nose, throat, and sinuses to assess for inflammation, swelling, and the presence of any pus.\n    * **X-ray or CT scan of the sinuses:** To visualize the sinuses and identify any blockage or fluid accumulation.\n\n\n**"
3435,"Doctor, I've been experiencing weakness, sharp chest pain, problems with movement, leg pain, and sweating. What could be the problem?","1. **Most Likely Disease:** Fibromyalgia. This is because it presents with weakness, sharp chest pain, problems with movement (muscle pain and stiffness), and leg pain. Sweating is not directly listed, but fatigue, which is a symptom of Fibromyalgia, can be associated with sweating.

2. **Recommended Medication(s):**
*   Pregabalin (Lyrica)
*   Tizanidine
*   Nortriptyline
*   Milnacipran (Savella)
*   Chlorzoxazone
*   Oxymorphone (Opana)

3. **Suggested Medical Test(s):**
*   Physical therapy exercises (Exercises)
*   Magnetic resonance imaging (Mri)
*   Mammography (Mammogram)
*   Depression screen (Depression screening)
*   Bone density scan","\n\n1. **Most Likely Disease:**\n\nBased on the presented symptoms (weakness, sharp chest pain, problems with movement, leg pain, and sweating), several conditions are possible, making definitive diagnosis from this information alone impossible and dangerous.  The combination of symptoms suggests a need for immediate medical attention.  It is crucial to rule out serious cardiac issues (like a heart attack) and other life-threatening conditions first.  Therefore, I cannot provide a \""most likely disease\"" without a proper medical examination.\n\n\n2. **Recommended Medication(s):**\n\nI cannot recommend medications without a proper diagnosis.  Prescribing medication based solely on the provided symptoms would be irresponsible and potentially harmful. The appropriate medications will depend entirely on the underlying cause, which needs to be determined by a qualified medical professional through a comprehensive examination and testing.\n\n\n3. **Suggested Medical Test(s):**\n\nGiven the severity and potential seriousness of the symptoms, a thorough workup is crucial.  Suggested tests include but are not limited to:\n\n* **Electrocardiogram (ECG or EKG):** To assess heart rhythm and detect any cardiac abnormalities.\n* **Cardiac enzyme tests (Troponin, CK-MB):** To rule out a heart attack.\n* **Chest X-ray:** To examine the lungs and heart for any abnormalities.\n* **Blood tests:** To assess overall health, check for infections, and evaluate organ function.  This might include a complete blood count (CBC), metabolic panel, and inflammatory markers.\n* **Physical examination:** A complete physical examination by a physician is essential to further assess the patient's condition, evaluate vital signs, and observe any other pertinent findings not mentioned.\n\n\n"
5386,"Doctor, I have noticed some abnormal appearance on my skin. ","1. **Most Likely Disease:**
Viral warts. The symptom ""Abnormal appearing skin"" is common, but the presence of ""Skin growth"" alongside it increases the likelihood of viral warts, as this disease is characterized by the presence of warts, which are a type of skin growth.

2. **Recommended Medication(s):**
* Imiquimod Topical
* Salicylic Acid Topical
* Tretinoin Topical
* Podofilox Topical
* Trichloroacetic Acid Topical

3. **Suggested Medical Test(s):**
* Complete physical skin exam performed (ML)
* Excision (Removal)
* Excision of skin lesion
* Biopsy","\n\n1. **Most Likely Disease:**  Viral warts.  The symptom \""abnormal appearing skin\"" is a very general presentation, but viral warts are a common cause of abnormal skin lesions.  Other possibilities listed are less common or require more specific symptoms.\n\n2. **Recommended Medication(s):**  Treatment options for viral warts vary depending on the type and location.  These may include:\n    * **Salicylic acid:** A topical medication that helps remove warts by peeling away the outer layers of skin.\n    * **Cryotherapy:** Freezing the wart with liquid nitrogen.\n    * **Cantharidin:** A topical medication that causes a blister under the wart, making it easier to remove.\n    * **Imiquimod:** A topical immune-modulator cream that stimulates the body's immune response to fight the wart.\n    * **Laser therapy:**  Used to destroy the wart tissue.\n\n\n3. **Suggested Medical Test(s):**\n    * **Visual examination:** A doctor can visually examine the skin lesion to assess its appearance, size, location and number.\n    * **Dermatoscopy:** A non-invasive procedure using a dermatoscope to magnify the skin lesion and aid in diagnosis.  It helps differentiate viral warts from other skin conditions.\n    * **Biopsy:** In some cases, a small tissue sample may be taken for microscopic examination to confirm the diagnosis and rule out other possibilities.\n\n"
4782,"Doctor, I've been feeling dizzy lately, and it's been causing me a lot of trouble. I also have some depressive symptoms and I feel like my hearing has diminished. On top of that, my lower back feels very weak. What could these symptoms be?","Here's an analysis of the patient's symptoms based on the provided tables:

1.  **Most Likely Disease:**

Turner Syndrome. This disease accounts for the most symptoms the patient is experiencing, which are: diminished hearing, depression, and back weakness. The table indicates that dizziness and depression are two symptoms of Panic Disorder, however, does not account for the patient's diminished hearing and back weakness.

2.  **Recommended Medication(s):**

*   None Listed

3.  **Suggested Medical Test(s):**

*   Depression screen (Depression screening)
*   Ophthalmologic and otologic diagnosis and treatment","\n\n1. **Most Likely Disease:** Panic Disorder.  The patient presents with dizziness, depressive symptoms, and diminished hearing. While the low back weakness is less directly linked, anxiety disorders can manifest in unexpected physical symptoms.  Several of the knowledge graph paths highlight the connection between dizziness, depression, and panic disorder.  The other conditions mentioned (Turner syndrome, cholesteatoma, cysticercosis, etc.) are less likely given the combination of symptoms and the stronger association with panic disorder in the provided data.\n\n\n2. **Recommended Medication(s):**  Given the combination of dizziness, depression, and anxiety, a multi-pronged approach may be necessary.  Medications might include:\n    * **Selective Serotonin Reuptake Inhibitors (SSRIs):**  Such as sertraline (Zoloft), paroxetine (Paxil), or escitalopram (Lexapro), to address depression and anxiety.\n    * **Serotonin-Norepinephrine Reuptake Inhibitors (SNRIs):** Such as venlafaxine (Effexor) or duloxetine (Cymbalta), which can also help with both depression and anxiety.\n    * **Benzodiazepines:**  Such as alprazolam (Xanax) or lorazepam (Ativan), for short-term anxiety relief.  These are typically used cautiously and not as long-term solutions due to potential for dependence.\n    * **Therapy:** Cognitive Behavioral Therapy (CBT) is highly recommended alongside medication for managing panic disorder.\n\n\n3. **Suggested Medical Test(s):**\n    * **Physical Examination:** To rule out any underlying physical causes of the dizziness and low back weakness.\n    * **Hearing Test (Audiometry):** To quantify the degree of hearing loss and determine its nature.\n    * **Mental Health Assessment:** A thorough assessment by a psychiatrist or psychologist to diagnose and assess the severity of depression and anxiety symptoms.  This may involve standardized questionnaires and clinical interviews.  This is crucial to properly diagnose and manage the panic disorder.\n\n\n\n"
