Index,Question,Q_Disease,Q_Medical_Test,Q_Medication,Q_Symptom,Answer,A_Disease,A_Medical_Test,A_Medication,A_Symptom
939,"Doctor, I have been experiencing pain and discomfort in my vulva, and it's been bothering me for quite some time.",0.0,0.0,0.0,100.0,"Based on your symptoms, I prescribe you Mefenamic Acid for the pain and inflammation.",33.33333333333333,0.0,33.33333333333333,33.33333333333333
4399,"Doctor, I've been experiencing back pain, poor circulation, ache all over, paresthesia, and some symptoms in my eyes. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may be suffering from Raynaud's disease.",100.0,0.0,0.0,0.0
2186,"Hi doctor, I have been experiencing some leg pain and ankle swelling for a few days. What could be the reason for this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it could be a case of Deep vein thrombosis (DVT). It is a blood clot that forms in one or more of the deep veins in the body, usually in the legs.",0.0,50.0,0.0,50.0
5251,"Doctor, I have been experiencing back pain, low back stiffness, back cramps, muscle pain and even hip pain. What could be the problem? ",0.0,0.0,0.0,100.0,"Well, based on the symptoms you have mentioned, it seems like you might be suffering from lumbago, which is commonly known as lower back pain.",0.0,0.0,50.0,50.0
2787,"Doctor, I have been experiencing itching of my skin and I have developed an allergic reaction. In addition, I have been feeling focal weakness, have a skin rash and overall weakness. What could be causing this?",0.0,0.0,0.0,100.0,These symptoms sound like they could be due to poisoning caused by antihypertensive medication that you are taking. It is important that you seek medical attention immediately to ensure that you receive the necessary treatment.,100.0,0.0,0.0,0.0
914,"Doctor, I've been experiencing sudden jerks and twitches in my muscles. It's becoming very difficult to manage them on a daily basis.",0.0,0.0,0.0,100.0,"It seems like you might be suffering from Myoclonus. I would recommend prescribing Clonazepam, Gabapentin or Levetiracetam to help reduce your symptoms.",0.0,0.0,100.0,0.0
2405,"Doctor, I've been feeling a bit off lately. I've been having shortness of breath and I think I may be having an allergic reaction. ",0.0,0.0,0.0,100.0,"Based on what you're telling me, it sounds like you may be experiencing poisoning due to antimicrobial drugs that you have been taking. It's important to stop taking any medication that could be causing this reaction and seek medical help as soon as possible.",33.33333333333333,33.33333333333333,33.33333333333333,0.0
3562,"Doctor, I've been experiencing heavy menstrual flow, sharp abdominal pain, and vaginal pain. What could be the problem?",0.0,0.0,0.0,100.0,"It sounds like you may be experiencing symptoms of vaginismus. This is a condition where the muscles around the vagina involuntarily contract, causing pain and discomfort during intercourse or even during a gynecological exam.",20.0,20.0,0.0,60.0
1296,"Doctor, I have been experiencing a lot of discomfort and redness in my eyes. I think I might have Iridocyclitis, could you please recommend some medication for this?",0.0,25.0,25.0,50.0,"Yes, you are correct. To treat Iridocyclitis, you will need to take 'Prednisolone Ophthalmic', 'Cyclopentolate Ophthalmic', 'Atropine (Uaa)', 'Brimonidine Ophthalmic', 'Methotrexate', 'Homatropine Ophthalmic', 'Tropicamide Ophthalmic', 'Loteprednol Ophthalmic', 'Dexamethasone-Tobramycin Ophthalmic', 'Scopolamine', 'Brinzolamide Ophthalmic', 'Nepafenac Ophthalmic'.",0.0,0.0,100.0,0.0
3717,"Doctor, I have been experiencing skin pain for a long time now. What could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you might have chronic ulcer.",0.0,0.0,0.0,100.0
27,"Doctor, I have been having trouble breathing for the past few days. I feel like I am not able to take deep breaths and it feels like something is compressed in my chest.",0.0,33.33333333333333,0.0,66.66666666666666,"Based on your symptoms, we need to perform a radiographic imaging procedure to check if you have atelectasis, which is the collapse of the lung tissue. We would need to perform various tests such as a plain x-ray (X ray), hematologic tests (Blood test), complete blood count (CBC), X-ray computed tomography (SCAN CT), and an electrocardiogram. Additionally, we may also need to administer intravenous fluid replacement.",14.285714285714285,85.71428571428571,0.0,0.0
2158,"Doctor, I feel a sharp pain in my arm, and I also notice a depression on my elbow. What could be the problem? ",0.0,0.0,0.0,100.0,It seems like you have dislocated your elbow joint. You should immediately come to the hospital for a check-up and further treatment.,0.0,0.0,0.0,100.0
4101,"Doctor, I have been experiencing some strange symptoms in my face lately. It feels like my face is flushing and my eyes are bulging out. What could be the cause of this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you have paroxysmal supraventricular tachycardia (PSVT). This is a condition where the heart rate suddenly increases, causing symptoms such as facial flushing and bulging eyes. I would recommend running some tests and doing further evaluation to confirm the diagnosis.",0.0,40.0,0.0,60.0
1464,"Doctor, I have been experiencing difficulty swallowing and a feeling of something stuck in my throat. I have also been experiencing bad breath and regurgitation of undigested food. ",0.0,0.0,0.0,100.0,"It sounds like you might have a Zenker diverticulum. The medications required for your condition are midazolam (Versed) and meperidine (Demerol) for sedation during the procedure to treat your diverticulum. We'll also need to give you tamsulosin (Flomax) to help with any urine retention after the procedure. Additionally, you will have to take Azelastine Nasal, Triamcinolone Nasal Product, Rabeprazole (Aciphex), niacin and Ramipril to manage your symptoms and prevent any complications. However, Zoster Vaccine Live is not required for your current condition.",0.0,0.0,100.0,0.0
4159,"Doctor, I have been experiencing cramps and spasms in my lower abdomen, along with sharp abdominal pain. I have also been vomiting, and my menstruation has been quite painful. Additionally, I have noticed burning abdominal pain. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may have an ovarian cyst.",100.0,0.0,0.0,0.0
872,I have been diagnosed with Intracranial hemorrhage. What medication do I need to take?,50.0,0.0,50.0,0.0,"You will require a combination of medications for Intracranial hemorrhage, including Phenytoin (Dilantin), Tetanus Toxoid Vaccine (Adacel), Amantadine, Labetalol, Mannitol, Donepezil (Aricept), Nicardipine, Plasma Protein Fraction (Plasmanate), Fosphenytoin, Desmopressin, Nimodipine, and Hypromellose (Genteal).",7.6923076923076925,0.0,92.3076923076923,0.0
5123,"Doctor, I have noticed a change in the size and color of my skin mole, and it's been very itchy. Also, I have a skin growth and a mass in my groin area.",0.0,0.0,0.0,100.0,"Based on your symptoms, you may have soft tissue sarcoma, a type of cancer that affects the soft tissue. I suggest we conduct some tests to confirm the diagnosis and create a treatment plan for you.",25.0,50.0,0.0,25.0
2445,"Doctor, I have been having a hard time lately. In the past few weeks, I've been experiencing several symptoms like breathing fast, loss of sensation, irregular heartbeat, headaches and sharp chest pains. What could be wrong with me?",0.0,0.0,0.0,100.0,You may be experiencing panic attacks. Panic attacks are sudden episodes of intense fear and anxiety that trigger physical symptoms like the ones you just mentioned. It is advisable that you seek a proper medical evaluation and therapy to manage your anxiety and panic disorder.,14.285714285714285,28.57142857142857,0.0,57.14285714285714
5235,"Doctor, I've been experiencing some symptoms and I'm not sure what's happening. I've been having very depressive thoughts and sometimes feel like I'm losing touch with reality. Also, my sense of smell and taste has been off lately, and I've been slurring my words. What could this be?",0.0,0.0,0.0,100.0,"It seems like you may be experiencing delirium. Delirium is a condition where your mental state is disturbed and you may have depressive or psychotic symptoms. You may also experience a disturbance in your sense of smell or taste, and slurring of words is also common. It's important to seek medical attention as soon as possible to properly treat this condition.",0.0,0.0,0.0,100.0
4989,"Doctor, my infant son has been extremely irritable lately and seems to be in pain.",0.0,0.0,0.0,100.0,It sounds like your son may have a male genitalia infection. I suggest bringing him in for an examination to be sure.,50.0,50.0,0.0,0.0
1630,"Doctor, I have knee swelling and it is really painful, can you tell me what's causing it?",0.0,0.0,0.0,100.0,"You have most likely sustained an injury to your knee, which is causing the swelling.",50.0,0.0,0.0,50.0
3064,"Doctor, I have been experiencing double vision lately. Can you tell me what might be causing it?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have a retinal detachment. We'll need to do some tests to confirm that, but it's important to seek treatment right away if that is the case.",0.0,100.0,0.0,0.0
1324,"Doctor, I have been experiencing fatigue, cough, fever, chest pain, and headache. I was recently diagnosed with Valley fever. Could you please suggest what medications I should take?",0.0,0.0,28.57142857142857,71.42857142857143,"You will require a combination of medications to treat your Valley fever. The medications include Sodium Chloride (Deep Sea), Fluconazole (Diflucan), Garlic Preparation (Kwai), Methimazole, Bisacodyl (The Magic Bullet), Irbesartan (Avapro), Mirtazapine, Tiotropium (Spiriva), Ascorbic Acid, Triamcinolone Topical Product, Omega-3 Fatty Acids, and Docusate (Colace).",0.0,0.0,92.3076923076923,7.6923076923076925
4419,"Doctor, I have been experiencing some pelvic pressure and spotting during my pregnancy, can you tell me what might be the cause of it?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you are suffering from hypertension of pregnancy, which can cause pelvic pressure and bleeding during pregnancy.",33.33333333333333,0.0,0.0,66.66666666666666
4345,"Hi doctor, I'm experiencing stiffness all over my body and my knee has joint swelling, a mass or lump, and feels really stiff and tight. What could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have a knee ligament or meniscus tear. We'll need to do further tests to confirm the diagnosis.",40.0,40.0,0.0,20.0
5,"Doctor, I think I've been poisoned. I drank some ethylene glycol by mistake. ",100.0,0.0,0.0,0.0,"I'm sorry to hear that. We need to run a few tests to determine the extent of the poisoning. We will need to give you intravenous fluid replacement to help flush out the toxin. We'll also need to do hematologic tests, a toxicology screen, and a complete blood count to assess the damage. Additionally, we will need to do an electrocardiogram, measure your glucose level and check your blood-alcohol level.",0.0,100.0,0.0,0.0
4907,"I don't know what's wrong with me, doctor. Lately, I've been experiencing some really intense mood changes. I've been feeling pretty down and depressed, and sometimes I feel like I'm losing touch with reality. ",0.0,0.0,0.0,100.0,"These symptoms could be a result of birth trauma. Birth trauma can affect a person's mental health, and can lead to depressive or psychotic symptoms. Let's schedule an appointment so we can discuss treatment options.",0.0,20.0,20.0,60.0
2656,"Doctor, I've been experiencing nailbiting and diarrhea lately. What could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you are experiencing an insulin overdose.",0.0,0.0,50.0,50.0
4003,"Doctor, I've been experiencing pus draining from my ear, diminished hearing, ringing in my ear, ear pain, and redness in my ear. What could be wrong with me?",0.0,0.0,0.0,100.0,"It seems like you have a condition known as a ruptured or damaged eardrum, causing the symptoms you described. You may have suffered trauma to your ear or had an infection that caused the damage. We will need to examine your ear to confirm the diagnosis and determine the best course of treatment.",0.0,50.0,0.0,50.0
160,"Doctor, I have been experiencing some discomfort and pain while passing urine. I also feel like I need to urinate more frequently than usual. Could you tell me what's wrong with me and what medical tests I need to take?",0.0,33.33333333333333,0.0,66.66666666666666,"Based on your symptoms, you may be suffering from a bladder disorder. The medical tests required to diagnose this condition include a urinalysis, endoscopy and endoscopic biopsy of the urinary tract, pelvis exam, ultrasonography, rectal examination, prostate-specific antigen measurement, and other diagnostic procedures like an interview, evaluation or consultation.",0.0,76.92307692307693,7.6923076923076925,15.384615384615385
917,"Doctor, I have this open wound on my back and it's really painful. What medications do I need to take?",33.33333333333333,0.0,33.33333333333333,33.33333333333333,"Based on your condition, you will need to take multiple medications. You will need to take Tetanus Toxoid Vaccine (Adacel), Cefazolin, and possibly Silver Nitrate Topical, Silver Sulfadiazine Topical, and Povidone Iodine Topical to keep the wound clean and prevent infection. Additionally, you may need Ascorbic Acid and Somatropin to promote healing. Depending on your vaccination status, you may also need to take Diphtheria Toxoid Vaccine (Prohibit). Lastly, Cellulose and Zinc Sulfate may be required for dressing and healing the wound.",0.0,0.0,100.0,0.0
2974,"Doctor, I have been experiencing involuntary urination and I also have a fever. What could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may be suffering from Vesicoureteral reflux. This is a condition where urine flows back from your bladder to your kidneys, causing infections and inflammation in the urinary tract.",28.57142857142857,14.285714285714285,0.0,57.14285714285714
2520,"Doctor, I have noticed that my skin looks abnormal lately. It's kind of thick and hard, and has a shiny appearance. Do you know what it could be? ",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have lymphedema, which is the swelling of tissues due to buildup of lymph fluid. The abnormal appearing skin you are experiencing is a common symptom in lymphedema.",0.0,0.0,0.0,100.0
1962,"Hi Doctor, I've been having some issues lately. My eyes feel strained all the time, I get cramps and spasms, my feet and toes feel stiff, and I've gained some weight recently. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may have flat feet. This can cause problems with movement and lead to foot or toe stiffness and tightness. The weight gain may also be due to the strain on your feet and decreased physical activity.",14.285714285714285,0.0,0.0,85.71428571428571
475,"Doctor, I have been experiencing memory loss, confusion and trouble speaking. I also have been consuming a lot of alcohol lately. ",0.0,0.0,0.0,100.0,"Based on these symptoms, it is possible that you have developed Wernicke Korsakoff Syndrome which is associated with alcohol abuse. To confirm the diagnosis, we will need to perform a battery of tests including a complete blood count (CBC), hematologic tests (blood test), urinalysis, electrolytes panel, kidney function tests (kidney function test), intravenous fluid replacement, and glucose measurements (glucose level). These tests will help us determine the underlying cause and severity of the condition.",11.11111111111111,77.77777777777779,0.0,11.11111111111111
1974,"Doctor, I'm having problems with movement and my knee feels stiff and tight. What could be causing this? ",0.0,0.0,0.0,100.0,"Based on your symptoms, it's likely that you have Hemarthrosis, which is bleeding into the joint space, causing joint swelling, stiffness or tightness.",25.0,0.0,0.0,75.0
4648,"Doctor, I have been experiencing ankle pain, leg pain, low back pain, neck pain and back pain.",0.0,0.0,0.0,100.0,It seems like you may have a sprain or strain. Have you recently twisted your ankle or pulled a muscle in your leg or back?,40.0,0.0,0.0,60.0
702,"Doctor, I have been experiencing some symptoms lately and I'm worried it might be something serious. I have been having persistent abdominal pain, changes in my bowel movements, and blood in my stool.",0.0,0.0,0.0,100.0,"It's possible that you might be experiencing symptoms of colorectal cancer. We will need to perform some medical tests to confirm the diagnosis. We'll start with a complete blood count and check your glucose and electrolyte levels.Patient Okay, and what other tests will I need?",20.0,80.0,0.0,0.0
3982,"Doctor, I have a hoarse voice and sore throat, and I keep pulling at my ears. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you might have croup.",0.0,0.0,0.0,100.0
567,"Doctor, I have been experiencing shortness of breath and chest pain lately. I also feel very tired all the time. I'm worried I might have cardiomyopathy.",25.0,0.0,0.0,75.0,"Based on your symptoms, we need to perform a few medical tests to make a proper diagnosis. We will need to do a Hematologic test, ECG, Ultrasonography, Echocardiography, and a Lipid Panel to evaluate your heart's condition. We might need to conduct some interviews, evaluations and consultations as well. Additionally, we will also go for Hemoglobin A1c measurement to check your blood sugar levels. Patient Okay, doctor. I understand. When can we schedule these tests?",0.0,100.0,0.0,0.0
4364,"Doctor, I have been experiencing sharp and burning abdominal pain with bloating for the past few days. I also have some side pain and symptoms of the kidneys. What could be the reason for this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is likely that you have cholecystitis. This is inflammation of the gallbladder which can cause abdominal pain, bloating, and sometimes pain in the side and symptoms of the kidneys. We will need to run some tests to confirm the diagnosis and determine the best treatment plan for you.",25.0,25.0,0.0,50.0
1031,"Doctor, I think I may have been poisoned by antihypertensive medication. What medication do I need to take?",33.33333333333333,0.0,66.66666666666666,0.0,"You will need to take a combination of Diphenhydramine (Benadryl), Charcoal, Famotidine, Charcoal-Sorbitol, Acetylcysteine, Adenosine, Glucagon, Melatonin, Ziprasidone (Geodon), Epinephrine, and Insulin, Aspart, Human (Novolog) in order to treat the poisoning caused by the antihypertensive medication.",7.142857142857142,0.0,92.85714285714286,0.0
1052,"Doctor, I have been experiencing recurring episodes of fever and joint pain for the past few months. My doctor suggested I might have chronic rheumatic fever. Can you please tell me what medications I would need to take for this?",25.0,0.0,25.0,50.0,"Yes, for your condition, you would need to take Warfarin, Digoxin, Carvedilol, Penicillin, Spironolactone, Terazosin, Amiodarone, Hyzaar, Dobutamine, Isosorbide Mononitrate (Ismo), and Metolazone.",0.0,0.0,100.0,0.0
5405,"Doctor, I've been experiencing excessive anger, lack of growth, antisocial behavior, obsessions and compulsions, and even delusions or hallucinations. What could be causing these symptoms?",0.0,0.0,0.0,100.0,"It sounds like you may be experiencing Asperger syndrome, which is a developmental disorder characterized by difficulties with social interaction and communication, as well as obsessive interests and repetitive behaviors. It can also sometimes involve anger and even delusions or hallucinations. We can run some tests and discuss treatment options to help manage your symptoms.",11.11111111111111,11.11111111111111,0.0,77.77777777777779
3894,"Doctor, I have been experiencing shoulder pain, headache, arm pain, and neck pain. Do you know what could be causing it?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you might have spinal stenosis. It is a condition where the spinal canal narrows and puts pressure on the nerves, causing pain and discomfort in different parts of the body.",33.33333333333333,33.33333333333333,0.0,33.33333333333333
4504,"Doctor, I have this mass or swelling around my anus, and I'm experiencing sharp abdominal pain along with dark tarry stool. What is wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it appears that you have hemorrhoids which are inflamed veins in your rectum or anus causing a mass or swelling around your anus and sharp abdominal pain. The presence of melena, or dark tarry stool, may also suggest internal bleeding.",0.0,11.11111111111111,0.0,88.88888888888889
1353,"Doctor, I have been having high blood pressure during my pregnancy. What do you think is the required medication for me?",50.0,0.0,0.0,50.0,"The required medications for hypertension of pregnancy are Atenolol, Labetalol, Nifedipine, Methyldopa, Hydralazine, Terbutaline, Thioridazine, and sometimes even Rubella Virus Vaccine. Other than that, you might also be given Ferrous Sulfate, Propylthiouracil, Oxytocin, and even Lactic Acid Topical for certain symptoms.",7.6923076923076925,0.0,92.3076923076923,0.0
2172,I have been experiencing a lot of pain in my shoulder that seems to be spreading to my neck. What could be causing this?,0.0,0.0,0.0,100.0,It sounds like you may have an injury to your shoulder. The pain in your neck could be related to the shoulder injury. Let's take a look and do some imaging to confirm.,0.0,33.33333333333333,0.0,66.66666666666666
4323,"I've been experiencing loss of sensation and pain in my arm, hand and fingers, as well as pain in my foot, toes and ankle. Do you know what could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, it sounds like you may be experiencing mononeuritis, which is an inflammation or damage of a single nerve.",50.0,0.0,0.0,50.0
4970,"Doctor, I have been experiencing some hip pain, side pain, and difficulty speaking lately, and also some delusions and hallucinations. Could you please tell me what could be causing these symptoms?",0.0,0.0,0.0,100.0,"It seems like you have a fracture of the pelvis. The symptoms you are experiencing are common with this condition, especially hip pain and difficulty speaking. The side pain and delusions or hallucinations are also less common but can occur due to the pain and stress caused by the fracture.",12.5,0.0,0.0,87.5
3467,"Doctor, I have a swollen mass in my neck. It's been there for a few weeks now and it's getting bigger. Can you tell me what's going on? ",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have metastatic cancer. I'll order some tests to confirm this diagnosis.",50.0,50.0,0.0,0.0
1736,"Doctor, I have noticed bleeding from my eye, spots or clouds in my vision, and my eye has been red. What do you think is wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you might be experiencing diabetic retinopathy.",100.0,0.0,0.0,0.0
4418,"Doctor, I have been experiencing some uterine contractions lately. Is there anything to worry about?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may have developed hypertension of pregnancy. You need to take proper treatment and precautions to avoid any further complications.",100.0,0.0,0.0,0.0
1648,"Hi doctor, I've been experiencing some symptoms that are troubling me. My eyes feel heavy, and I seem to have some difficulty focusing. Additionally, I feel like there's some fluid buildup in my ear. What could be causing this?",33.33333333333333,0.0,0.0,66.66666666666666,"Based on your symptoms, it sounds like you have tinnitus of unknown cause.",100.0,0.0,0.0,0.0
3269,"Doctor, I have been experiencing a lot of pain in my eye.",0.0,0.0,0.0,100.0,You may be suffering from corneal abrasion.,100.0,0.0,0.0,0.0
3060,"Doctor, I have been experiencing a lot of pain in my eye lately. ",0.0,0.0,0.0,100.0,It sounds like you may be suffering from chronic glaucoma.,100.0,0.0,0.0,0.0
3589,"I have been experiencing pain of the anus, joint pain, nausea and rectal bleeding lately. What could be the issue?",0.0,0.0,0.0,100.0,"Based on your symptoms, it is possible that you have Crohn's disease. It is an inflammatory bowel disease that affects the digestive tract causing symptoms such as abdominal pain, diarrhea, fatigue and weight loss. We will need to conduct some tests to confirm the diagnosis.",37.5,12.5,0.0,50.0
4240,"Doctor, I have been experiencing incontinence of stool, pain of the anus, low back cramps, and I noticed a mass or swelling around my anus. I also saw some blood in my stool, what could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may be suffering from an Anal Fistula.",0.0,0.0,0.0,100.0
3699,"Doctor, I am experiencing joint pain, groin pain, lower body pain, and low back pain. What could be wrong with me?",0.0,0.0,0.0,100.0,"Based on your symptoms, it looks like you may have arthritis of the hip. This is a condition where the cartilage in your hip joint slowly wears away over time, causing the bones to rub against each other, resulting in pain and stiffness.",16.666666666666664,0.0,16.666666666666664,66.66666666666666
992,"Doctor, I think I dislocated my foot during a game of soccer. It's really painful and I can't put any weight on it. What medication should I take?",25.0,0.0,25.0,50.0,"Based on your symptoms, I would recommend starting with Bupivacaine to help with pain management. We will also prescribe Diclofenac for pain and inflammation. Additionally, we'll administer Cefazolin to prevent infection and Celecoxib (Celebrex) for your swelling.",0.0,0.0,100.0,0.0
2031,"Hi Doctor, I injured my finger and it's been hurting a lot. It's also swollen.",33.33333333333333,0.0,0.0,66.66666666666666,"Based on your symptoms, it seems like you have an injury to your finger.",100.0,0.0,0.0,0.0
1841,"Doctor, I've been experiencing loss of sensation, coryza, and nausea for a while now. What could be the problem?",0.0,0.0,0.0,100.0,"Based on your symptoms, it's possible that you have a pituitary adenoma. This is a tumor that grows on the pituitary gland, which can cause a variety of symptoms including those you've described. We'll need to run some tests to confirm the diagnosis.",33.33333333333333,33.33333333333333,0.0,33.33333333333333
525,"Doctor, I've been feeling really sick and I think I may have a parasitic disease. ",50.0,0.0,0.0,50.0,"Okay, we need to perform several medical tests to determine the best course of treatment. We need to start with intravenous fluid replacement to ensure that you are well hydrated. We also need to perform wound care management and incision and drainage on any open wounds you may have. Additionally, we need to perform a blood culture to test for any parasites in your bloodstream. Lastly, we may need to perform a magnetic resonance imaging (MRI) as well as other diagnostic procedures on your skin and subcutaneous tissue to determine the extent of the parasitic infection. We also need to culture the wound to further establish the condition.",11.11111111111111,88.88888888888889,0.0,0.0
2770,"Doctor, I have been experiencing vomiting for the past few days, what could be causing this?",0.0,0.0,0.0,100.0,"Based on your symptoms, you may be experiencing gastrointestinal hemorrhage. It's important that you seek medical attention immediately.",50.0,50.0,0.0,0.0
173,"Doctor, I have an open wound in my mouth that isn't healing on its own. Can you please help me diagnose and treat it?",0.0,100.0,0.0,0.0,"Based on your description, it is important to perform suturing of the wound to promote proper healing. Additionally, we will need to perform wound care management to ensure that the wound is kept clean and protected. Depending on the location of the wound, we may also need to perform an X-ray computed tomography (Scan ct) or CAT scan of the head (Head ct) to check for any facial fractures or dislocations. Other therapeutic procedures, such as non-OR therapeutic procedures on the nose, mouth, and pharynx, may also be necessary to promote healing.",12.5,87.5,0.0,0.0
4820,"Doctor, I've been having some neck, back, and bone pain recently, and I've noticed some soreness in my breasts. Do you have any idea what might be causing it?",0.0,0.0,0.0,100.0,"Based on those symptoms, it sounds like you might be experiencing gynecomastia, a condition where male breast tissue swells and becomes tender. I'll need to examine you more thoroughly to confirm the diagnosis, but that's a likely possibility at this point.",0.0,0.0,0.0,100.0
4538,"Doctor, I have been experiencing delusions or hallucinations and stiffness all over my body, what could be wrong?",0.0,0.0,0.0,100.0,"These can be symptoms of hyperthyroidism, which is commonly caused by an overactive thyroid gland, and, less commonly, they can be symptoms of thyroid cancer. I recommend running some tests to rule out any possibility of thyroid cancer.",50.0,25.0,25.0,0.0
1886,I have been having difficulty breathing lately and have noticed weakness in my elbows. I've also been feeling quite anxious and nervous.,25.0,0.0,0.0,75.0,"Based on your symptoms, it appears that you may be experiencing hypertrophic obstructive cardiomyopathy (HOCM). This is a condition where the heart muscle becomes abnormally thick, causing difficulty in pumping blood and leading to symptoms such as difficulty breathing and weakness in the arms. Additionally, anxiety and nervousness can be a symptom of the condition. We will need to perform further tests to confirm the diagnosis.",25.0,0.0,0.0,75.0
4821,"Doctor, I have a lump in my breast and it's causing me pain. The shape and size of my breast also seem to be a bit odd. Additionally, I have been experiencing neck pain. Do you have any idea what could be wrong with me?",0.0,25.0,0.0,75.0,"Based on the symptoms you described, it sounds like you have gynecomastia. Gynecomastia is a condition where there is an abnormal enlargement of the breast tissue in men. It can cause a lump or mass in the breast, pain or soreness, and changes in the size or shape of the breast. Neck pain may also be present in some cases.",0.0,16.666666666666664,0.0,83.33333333333334
1805,"Doctor, I have been experiencing diarrhea and a decreased appetite. What could be the cause?",0.0,0.0,0.0,100.0,"Based on your symptoms, you might be having infectious gastroenteritis.",100.0,0.0,0.0,0.0
59,"Doctor, I have been experiencing bleeding in between my periods, and I'm not sure what's causing it.",33.33333333333333,0.0,0.0,66.66666666666666,"Based on your symptoms, we will need to conduct several medical tests to identify the cause. We will begin with a complete blood count, a standard pregnancy test, a urinalysis, and an examination of your pelvis and breast. Additionally, we will need to conduct an ultrasonography to look for any abnormalities in the reproductive organs.",0.0,85.71428571428571,0.0,14.285714285714285
582,"Doctor, I have been experiencing a persistent cough and difficulty breathing for the past few days. I think I might have tracheitis. ",0.0,0.0,0.0,100.0,"Based on your symptoms, I recommend starting with nebulizer therapy to help relieve your breathing difficulties. However, we will need to conduct further testing to confirm the diagnosis. I suggest we perform a tracheoscopy and laryngoscopy with biopsy, as well as some other diagnostic nervous system procedures. Depending on the results, we may also do other non-OR therapeutic procedures on your nose, mouth, and pharynx, as well as diagnostic procedures on your ear. Additionally, some other respiratory therapy might be necessary, and depending on your medical history, we may also recommend cardiac stress tests.",0.0,88.88888888888889,0.0,11.11111111111111
5170,"Doctor, I have been experiencing some strange symptoms lately. I have been having spots or clouds in my vision and experiencing pain in my eyes. Also, I have difficulty swallowing and joint pain. On top of that, I feel like my vision has been diminished.",0.0,0.0,0.0,100.0,"Based on the symptoms you described, it's possible that you have Sjogren's syndrome, which is a chronic autoimmune disorder that affects the glands that produce tears and saliva. In addition to the symptoms you mentioned, it can also cause dry mouth and dry eyes. I recommend doing some further testing to confirm the diagnosis and develop an appropriate treatment plan.",28.57142857142857,28.57142857142857,0.0,42.857142857142854
483,"Hello Doctor, I have been experiencing some issues related to tumors in my nervous system. I suspect that it could be neurofibromatosis. What kind of medical tests do I need to take?",66.66666666666666,33.33333333333333,0.0,0.0,"To confirm the diagnosis of neurofibromatosis, we would need to conduct a series of medical tests. We would need to perform a complete physical skin exam to identify any skin related symptoms. We would also need to conduct a magnetic resonance imaging (MRI) test to check for any tumors or abnormalities in your brain, spinal cord and nerves. Furthermore, we would require other diagnostic procedures such as interviews, evaluations and consultations to identify any other neurological symptoms. An ophthalmologic and otologic diagnosis and treatment would also be necessary. Physical therapy exercises such as exercises to improve balance, coordination and to strengthen the muscles would also be prescribed. Lastly, a bone density scan and a biopsy would be necessary to identify the severity and extent of your condition.",11.11111111111111,66.66666666666666,0.0,22.22222222222222
1876,"Doctor, I have a headache that has been bothering me for a few days now. It seems to be getting worse and I have been feeling a bit dizzy too. ",0.0,0.0,0.0,100.0,"It sounds like you may have mastoiditis. Mastoiditis is an infection of the mastoid bone behind the ear, which can cause symptoms like headaches and dizziness. We will need to run some tests to confirm the diagnosis.",28.57142857142857,14.285714285714285,0.0,57.14285714285714
258,"Doctor, I am having trouble controlling my impulses. I feel like I need help.",0.0,50.0,0.0,50.0,"Okay. I suggest you undergo mental health counseling and psychotherapy. We will also need to conduct a toxicology screen and blood alcohol test to rule out any substance abuse issues. Additionally, you will need to undergo psychological and psychiatric evaluation and therapy. We will also need to do a depression screen and obtain arterial blood gases.",0.0,87.5,0.0,12.5
2707,"Doctor, I have been fainting a lot lately and my eyes feel really itchy. I also find it difficult to breathe properly.",0.0,0.0,0.0,100.0,"Based on your symptoms, it seems like you may have pulmonary fibrosis.",100.0,0.0,0.0,0.0
